cars,price,brand,model,year,condition,transmission,fuel_type,kilometers_run
https://bikroy.com/en/ad/toyota-fielder-ex-push-start-2020-for-sale-dhaka-14,"Tk 2,400,000",Toyota,Fielder,2020,Reconditioned,Automatic,"Petrol, Hybrid, Octane, LPG","73,525 km"
https://bikroy.com/en/ad/toyota-c-hr-g-led-2-tone-bodykit-2020-for-sale-dhaka-1,"Tk 3,480,000",Toyota,C-HR,2020,Reconditioned,Automatic,Hybrid,"50,258 km"
https://bikroy.com/en/ad/toyota-prius-a-premium-plug-in-2020-for-sale-dhaka-1,"Tk 3,380,000",Toyota,Prius,2020,Reconditioned,Automatic,Hybrid,"75,357 km"
https://bikroy.com/en/ad/toyota-premio-ex-push-baidge-into-2021-for-sale-dhaka,"Tk 4,760,000",Toyota,Premio,2021,Reconditioned,Automatic,"Petrol, Octane","30,000 km"
https://bikroy.com/en/ad/toyota-premio-f-ex-baidge-2021-for-sale-dhaka,"Tk 4,750,000",Toyota,Premio,2021,Reconditioned,Automatic,"Petrol, Octane","36,528 km"
https://bikroy.com/en/ad/toyota-esquire-gi-leather-silingtv-2020-for-sale-dhaka,"Tk 3,500,000",Toyota,Esquire,2020,Reconditioned,Automatic,Hybrid,"83,000 km"
https://bikroy.com/en/ad/toyota-axio-ex-push-start-2020-for-sale-dhaka-16,"Tk 2,700,000",Toyota,Axio,2020,Reconditioned,Automatic,Hybrid,"40,285 km"
https://bikroy.com/en/ad/toyota-prius-a-premium-touring360-2020-for-sale-dhaka-3,"Tk 3,750,000",Toyota,Prius,2020,Reconditioned,Automatic,"Hybrid, Octane, LPG","53,214 km"
https://bikroy.com/en/ad/toyota-hiace-super-gl-dual-ac-2020-for-sale-dhaka-5,"Tk 3,950,000",Toyota,Hiace,2020,Reconditioned,Automatic,"Petrol, CNG, Octane, LPG","75,245 km"
https://bikroy.com/en/ad/toyota-hiace-gl-dual-ac-2020-for-sale-dhaka-64,"Tk 3,500,000",Toyota,Hiace,2020,Reconditioned,Automatic,"Petrol, Octane","83,342 km"
https://bikroy.com/en/ad/toyota-esquire-gi-siling-tv-2020-for-sale-dhaka-5,"Tk 3,700,000",Toyota,Esquire,2020,Reconditioned,Automatic,Hybrid,"62,942 km"
https://bikroy.com/en/ad/toyota-fielder-ex-push-start-2020-for-sale-dhaka-12,"Tk 2,400,000",Toyota,Fielder,2020,Reconditioned,Automatic,Hybrid,"73,825 km"
https://bikroy.com/en/ad/toyota-noah-2-door-power-2019-for-sale-dhaka,"Tk 3,550,000",Toyota,Noah,2019,Reconditioned,Automatic,"Petrol, Octane","60,000 km"
https://bikroy.com/en/ad/toyota-noah-push-2-door-power-2019-for-sale-dhaka-3,"Tk 3,500,000",Toyota,Noah,2019,Reconditioned,Automatic,"Petrol, Octane","93,000 km"
https://bikroy.com/en/ad/toyota-fielder-ex-push-start-2020-for-sale-dhaka-13,"Tk 2,450,000",Toyota,Fielder,2020,Reconditioned,Automatic,Hybrid,"68,042 km"
https://bikroy.com/en/ad/toyota-premio-2019-for-sale-dhaka-194,"Tk 3,350,000",Toyota,Premio,2019,Used,Automatic,Octane,"55,000 km"
https://bikroy.com/en/ad/toyota-axio-ex-push-start-2020-for-sale-dhaka-15,"Tk 2,700,000",Toyota,Axio,2020,Reconditioned,Automatic,Hybrid,"39,548 km"
https://bikroy.com/en/ad/toyota-prius-s-led-2020-for-sale-dhaka-5,"Tk 3,050,000",Toyota,Prius,2020,Reconditioned,Automatic,Hybrid,"75,812 km"
https://bikroy.com/en/ad/toyota-esquire-gi-leather-roof-tv-2020-for-sale-dhaka,"Tk 3,680,000",Toyota,Esquire,2020,Reconditioned,Automatic,"Petrol, Hybrid, Octane, LPG","65,315 km"
https://bikroy.com/en/ad/toyota-hiace-super-gl-dual-ac-2020-for-sale-dhaka-4,"Tk 3,950,000",Toyota,Hiace,2020,Reconditioned,Automatic,"Petrol, Octane","71,925 km"
https://bikroy.com/en/ad/toyota-axio-ex-push-start-2020-for-sale-dhaka-14,"Tk 2,700,000",Toyota,Axio,2020,Reconditioned,Automatic,Hybrid,"41,328 km"
https://bikroy.com/en/ad/toyota-esquire-gi-siling-tv-2020-for-sale-dhaka-4,"Tk 3,690,000",Toyota,Esquire,2020,Reconditioned,Automatic,Hybrid,"65,143 km"
https://bikroy.com/en/ad/toyota-prius-s-led-2020-for-sale-dhaka-4,"Tk 3,050,000",Toyota,Prius,2020,Reconditioned,Automatic,Hybrid,"70,169 km"
https://bikroy.com/en/ad/toyota-fielder-ex-push-start-2020-for-sale-dhaka-11,"Tk 2,400,000",Toyota,Fielder,2020,Reconditioned,Automatic,Hybrid,"75,316 km"
https://bikroy.com/en/ad/toyota-noah-push-start-2-door-pw-2020-for-sale-dhaka,"Tk 3,500,000",Toyota,Noah,2020,Reconditioned,Automatic,Octane,"93,000 km"
https://bikroy.com/en/ad/toyota-fielder-ex-push-start-2020-for-sale-dhaka-10,"Tk 2,450,000",Toyota,Fielder,2020,Reconditioned,Automatic,Hybrid,"83,000 km"
https://bikroy.com/en/ad/toyota-noah-push-2-door-power-2020-for-sale-dhaka-2,"Tk 3,950,000",Toyota,Noah,2020,Reconditioned,Automatic,Octane,"82,000 km"
https://bikroy.com/en/ad/toyota-c-hr-g-led-2-tone-bodykit-2020-for-sale-dhaka,"Tk 3,400,000",Toyota,C-HR,2020,Reconditioned,Automatic,Hybrid,"70,000 km"
https://bikroy.com/en/ad/toyota-prius-a-premium-touring360-2020-for-sale-dhaka-2,"Tk 3,750,000",Toyota,Prius,2020,Reconditioned,Automatic,Hybrid,"53,246 km"
https://bikroy.com/en/ad/toyota-prius-a-premium-plug-in-2020-for-sale-dhaka,"Tk 3,400,000",Toyota,Prius,2020,Reconditioned,Automatic,Hybrid,"72,000 km"
https://bikroy.com/en/ad/toyota-hiace-super-gl-dark-prime-2020-for-sale-dhaka-89,"Tk 4,250,000",Toyota,Hiace,2020,Reconditioned,Automatic,"Petrol, Octane","21,258 km"
https://bikroy.com/en/ad/toyota-hiace-super-gl-2020-for-sale-dhaka-140,"Tk 3,970,000",Toyota,Hiace,2020,Reconditioned,Automatic,"Petrol, Octane","73,258 km"
https://bikroy.com/en/ad/toyota-noah-push-2-door-pw-2019-for-sale-dhaka,"Tk 3,500,000",Toyota,Noah,2019,Reconditioned,Automatic,"Petrol, Octane","73,000 km"
https://bikroy.com/en/ad/toyota-fielder-ex-push-start-2020-for-sale-dhaka-9,"Tk 2,450,000",Toyota,Fielder,2020,Reconditioned,Automatic,Hybrid,"90,000 km"
https://bikroy.com/en/ad/toyota-prius-s-led-2020-for-sale-dhaka-3,"Tk 3,050,000",Toyota,Prius,2020,Reconditioned,Automatic,Hybrid,"70,000 km"
https://bikroy.com/en/ad/toyota-fielder-ready-dhaka-ex-push-2020-for-sale-dhaka,"Tk 2,390,000",Toyota,Fielder,2020,Reconditioned,Automatic,Hybrid,"73,516 km"
https://bikroy.com/en/ad/toyota-fielder-ex-push-start-2020-for-sale-dhaka-8,"Tk 2,400,000",Toyota,Fielder,2020,Reconditioned,Automatic,Hybrid,"71,000 km"
https://bikroy.com/en/ad/toyota-prius-a-premium-touring-2020-for-sale-dhaka-4,"Tk 3,800,000",Toyota,Prius,2020,Reconditioned,Automatic,Hybrid,"53,200 km"
https://bikroy.com/en/ad/toyota-axio-ex-push-start-2020-for-sale-dhaka-13,"Tk 2,700,000",Toyota,Axio,2020,Reconditioned,Automatic,Hybrid,"40,254 km"
https://bikroy.com/en/ad/toyota-prius-a-premium-touring360-2020-for-sale-dhaka-1,"Tk 3,750,000",Toyota,Prius,2020,Reconditioned,Automatic,Hybrid,"51,025 km"
https://bikroy.com/en/ad/toyota-hiace-super-gl-2020-for-sale-dhaka-141,"Tk 3,950,000",Toyota,Hiace,2020,Reconditioned,Automatic,"Petrol, Octane","73,000 km"
https://bikroy.com/en/ad/toyota-esquire-gi-leather-siling-tv-2020-for-sale-dhaka,"Tk 3,680,000",Toyota,Esquire,2020,Reconditioned,Automatic,Hybrid,"65,254 km"
https://bikroy.com/en/ad/toyota-hiace-super-gl-led-dark-2020-for-sale-dhaka,"Tk 4,250,000",Toyota,Hiace,2020,Reconditioned,Automatic,"Petrol, Octane","21,000 km"
https://bikroy.com/en/ad/toyota-corolla-cross-z-leather-360deg-cam-2022-for-sale-dhaka,"Tk 4,400,000",Toyota,Corolla Cross,2022,Reconditioned,Automatic,Hybrid,"65,000 km"
https://bikroy.com/en/ad/toyota-hiace-super-gl-2020-for-sale-dhaka-139,"Tk 3,970,000",Toyota,Hiace,2020,Reconditioned,Automatic,"Petrol, Octane","78,000 km"
https://bikroy.com/en/ad/toyota-hiace-super-gl-key-2020-for-sale-dhaka,"Tk 3,980,000",Toyota,Hiace,2020,Reconditioned,Automatic,"Petrol, Octane","88,000 km"
https://bikroy.com/en/ad/toyota-esquire-gi-siling-tv-2020-for-sale-dhaka-3,"Tk 3,700,000",Toyota,Esquire,2020,Reconditioned,Automatic,Hybrid,"65,000 km"
https://bikroy.com/en/ad/toyota-noah-push-2-door-power-2020-for-sale-dhaka-1,"Tk 3,950,000",Toyota,Noah,2020,Reconditioned,Automatic,"Petrol, Octane","80,000 km"
https://bikroy.com/en/ad/toyota-fielder-ex-push-start-2020-for-sale-dhaka-7,"Tk 2,400,000",Toyota,Fielder,2020,Reconditioned,Automatic,Hybrid,"72,000 km"
https://bikroy.com/en/ad/toyota-corolla-cross-z-leather-360deg-2022-for-sale-dhaka-3,"Tk 4,400,000",Toyota,Corolla Cross,2022,Reconditioned,Automatic,Hybrid,"70,000 km"
https://bikroy.com/en/ad/toyota-hiace-super-gl-2020-for-sale-dhaka-138,"Tk 4,000,000",Toyota,Hiace,2020,Reconditioned,Automatic,"Petrol, Octane","90,000 km"
https://bikroy.com/en/ad/toyota-esquire-gi-siling-tv-2020-for-sale-dhaka-2,"Tk 3,700,000",Toyota,Esquire,2020,Reconditioned,Automatic,Hybrid,"70,000 km"
https://bikroy.com/en/ad/toyota-prius-a-premium-touring360-2020-for-sale-dhaka,"Tk 3,800,000",Toyota,Prius,2020,Reconditioned,Automatic,Hybrid,"53,000 km"
https://bikroy.com/en/ad/toyota-voxy-s-z-new-shape-360deg-2023-for-sale-dhaka,"Tk 4,850,000",Toyota,Voxy,2023,Reconditioned,Automatic,Hybrid,"30,000 km"
https://bikroy.com/en/ad/toyota-corolla-cross-z-2022-for-sale-dhaka-103,"Tk 4,400,000",Toyota,Corolla Cross,2022,Reconditioned,Automatic,"Hybrid, Octane","70,000 km"
https://bikroy.com/en/ad/toyota-esquire-gi-siling-tv-2020-for-sale-dhaka,"Tk 3,700,000",Toyota,Esquire,2020,Reconditioned,Automatic,"Hybrid, Octane","80,000 km"
https://bikroy.com/en/ad/toyota-fielder-ex-push-start-2020-for-sale-dhaka-6,"Tk 2,400,000",Toyota,Fielder,2020,Reconditioned,Automatic,Hybrid,"70,000 km"
https://bikroy.com/en/ad/toyota-noah-push-2-door-power-2020-for-sale-dhaka,"Tk 3,970,000",Toyota,Noah,2020,Reconditioned,Automatic,"Petrol, Octane","70,000 km"
https://bikroy.com/en/ad/toyota-prius-a-premium-touring-2020-for-sale-dhaka-3,"Tk 3,800,000",Toyota,Prius,2020,Reconditioned,Automatic,"Hybrid, Octane","53,000 km"
https://bikroy.com/en/ad/toyota-esquire-gi-siling-tv-2020-for-sale-dhaka-1,"Tk 3,700,000",Toyota,Esquire,2020,Reconditioned,Automatic,"Hybrid, Octane","60,000 km"
https://bikroy.com/en/ad/toyota-hiace-dark-prime-super-gl-2020-for-sale-dhaka-1,"Tk 4,300,000",Toyota,Hiace,2020,Reconditioned,Automatic,"Petrol, Octane","20,000 km"
https://bikroy.com/en/ad/toyota-rav4-hybrid-x-2020-for-sale-dhaka-14,"Tk 5,200,000",Toyota,RAV4,2020,Reconditioned,Automatic,"Petrol, Hybrid, Octane, Other fuel type","62,000 km"
https://bikroy.com/en/ad/toyota-esquire-gi-hybrid-45-grade-2020-for-sale-dhaka-1,"Tk 3,550,000",Toyota,Esquire,2020,Reconditioned,Automatic,Hybrid,"97,841 km"
https://bikroy.com/en/ad/toyota-noah-x-smart-4p-2020-for-sale-khulna-1,"Tk 3,220,000",Toyota,Noah,2020,Reconditioned,Automatic,"Petrol, Hybrid, Octane","40,713 km"
https://bikroy.com/en/ad/toyota-hiace-gl-dual-a-c-2020-for-sale-dhaka-29,"Tk 3,320,000",Toyota,Hiace,2020,Reconditioned,Automatic,"Petrol, Octane","57,810 km"
https://bikroy.com/en/ad/toyota-hiace-gl-2020-for-sale-dhaka-79,"Tk 3,400,000",Toyota,Hiace,2020,Reconditioned,Automatic,"Petrol, Octane","54,100 km"
https://bikroy.com/en/ad/toyota-noah-x-smart-2020-for-sale-khulna-5,"Tk 3,500,000",Toyota,Noah,2020,Reconditioned,Automatic,"Petrol, Hybrid, Octane","87,610 km"
https://bikroy.com/en/ad/toyota-fielder-ex-push-35p-2020-for-sale-dhaka-1,"Tk 2,430,000",Toyota,Fielder,2020,Reconditioned,Automatic,"Hybrid, Octane","101,299 km"
https://bikroy.com/en/ad/toyota-premio-f-ex-2016-for-sale-dhaka-1946,"Tk 3,250,000",Toyota,Premio,2016,Used,Automatic,Octane,"56,788 km"
https://bikroy.com/en/ad/toyota-rav4-adventure-2022-for-sale-dhaka-1,"Tk 7,000,000",Toyota,RAV4,2022,Reconditioned,Automatic,Petrol,"50,000 km"
https://bikroy.com/en/ad/toyota-voxy-s-z-hybrid-full-opt-2022-for-sale-khulna,"Tk 4,700,000",Toyota,Voxy,2022,Reconditioned,Automatic,"Petrol, Hybrid, Octane","29,250 km"
https://bikroy.com/en/ad/toyota-sienta-g-quero-2-door-p-w-2020-for-sale-khulna-2,"Tk 2,800,000",Toyota,Sienta,2020,Reconditioned,Automatic,"Petrol, Octane","50,584 km"
https://bikroy.com/en/ad/toyota-premio-f-pkg-white-color-2019-for-sale-dhaka-6,"Tk 3,930,000",Toyota,Premio,2019,Reconditioned,Automatic,Octane,"66,595 km"
https://bikroy.com/en/ad/toyota-esquire-gi-non-hybrid-2019-for-sale-khulna-48,"Tk 4,030,000",Toyota,Esquire,2019,Reconditioned,Automatic,Petrol,"108,000 km"
https://bikroy.com/en/ad/toyota-prius-a-touring-selection-2021-for-sale-dhaka-30,"Tk 3,750,000",Toyota,Prius,2021,Reconditioned,Automatic,Hybrid,"4,099 km"
https://bikroy.com/en/ad/toyota-hiace-dx-gl-dual-ac-2020-for-sale-dhaka-1,"Tk 3,480,000",Toyota,Hiace,2020,Reconditioned,Automatic,Octane,"57,838 km"
https://bikroy.com/en/ad/toyota-hiace-gl-2020-for-sale-dhaka-70,"Tk 3,300,000",Toyota,Hiace,2020,Reconditioned,Automatic,"Petrol, Octane","74,120 km"
https://bikroy.com/en/ad/toyota-esquire-gi-premium-ready-2019-for-sale-dhaka-29,"Tk 3,420,000",Toyota,Esquire,2019,Reconditioned,Automatic,Hybrid,"32,784 km"
https://bikroy.com/en/ad/toyota-hiace-gl-dual-ac-2020-for-sale-dhaka-78,"Tk 3,290,000",Toyota,Hiace,2020,Reconditioned,Automatic,"Petrol, Octane","89,466 km"
https://bikroy.com/en/ad/toyota-esquire-gi-premium-non-hy-2020-for-sale-khulna-4,"Tk 4,450,000",Toyota,Esquire,2020,Reconditioned,Automatic,"Petrol, Hybrid, Octane","85,000 km"
https://bikroy.com/en/ad/toyota-esquire-gi-premium-non-hy-2020-for-sale-khulna-5,"Tk 4,400,000",Toyota,Esquire,2020,Reconditioned,Automatic,"Petrol, Hybrid, Octane","32,000 km"
https://bikroy.com/en/ad/toyota-alphard-executive-lounge-jbl-2021-for-sale-dhaka-9,"Tk 11,150,000",Toyota,Alphard,2021,Reconditioned,Automatic,Hybrid,"36,000 km"
https://bikroy.com/en/ad/toyota-prius-s-2020-for-sale-khulna-2,"Tk 2,950,000",Toyota,Prius,2020,Reconditioned,Automatic,"Petrol, Hybrid, Octane","26,000 km"
https://bikroy.com/en/ad/toyota-noah-si-wxb-4p-2021-for-sale-khulna-1,"Tk 4,010,000",Toyota,Noah,2021,Reconditioned,Automatic,"Petrol, Hybrid, Octane","81,948 km"
https://bikroy.com/en/ad/toyota-c-hr-g-led-360-camara-2020-for-sale-khulna,"Tk 3,400,000",Toyota,C-HR,2020,Reconditioned,Automatic,"Petrol, Hybrid, Octane","67,345 km"
https://bikroy.com/en/ad/toyota-hiace-gl-2ac-hitter-box-2020-for-sale-khulna,"Tk 3,700,000",Toyota,Hiace,2020,Reconditioned,Automatic,"Petrol, Octane","27,000 km"
https://bikroy.com/en/ad/toyota-axio-hybrd-ex-point-40-2020-for-sale-khulna,"Tk 2,350,000",Toyota,Axio,2020,Reconditioned,Automatic,"Petrol, Hybrid, Octane","112,761 km"
https://bikroy.com/en/ad/toyota-noah-si-wxb-stylish-black-2020-for-sale-khulna,"Tk 3,600,000",Toyota,Noah,2020,Reconditioned,Automatic,"Petrol, Hybrid, Octane","39,650 km"
https://bikroy.com/en/ad/toyota-voxy-sz-black-2023-for-sale-dhaka,"Tk 5,250,000",Toyota,Voxy,2023,Reconditioned,Automatic,Hybrid,"34,341 km"
https://bikroy.com/en/ad/toyota-esquire-gi-no-hybrid-2020-for-sale-dhaka,"Tk 4,100,000",Toyota,Esquire,2020,Reconditioned,Automatic,"Petrol, Octane","47,523 km"
https://bikroy.com/en/ad/toyota-esquire-gi-premium-2020-for-sale-dhaka-252,"Tk 3,580,000",Toyota,Esquire,2020,Used,Automatic,"Hybrid, Octane","49,183 km"
https://bikroy.com/en/ad/lexus-nx-300-non-hybrid-2019-for-sale-dhaka,"Tk 9,850,000",Lexus,NX,2019,Reconditioned,Automatic,Octane,"28,298 km"
https://bikroy.com/en/ad/lexus-rx-300-pearl-2020-for-sale-dhaka,"Tk 13,300,000",Lexus,RX,2020,Used,Automatic,"Petrol, Octane","41,940 km"
https://bikroy.com/en/ad/toyota-harrier-premium-style-pearl-2020-for-sale-khulna,"Tk 6,880,000",Toyota,Harrier,2020,Reconditioned,Automatic,"Petrol, Octane","33,200 km"
https://bikroy.com/en/ad/toyota-noah-si-wxb-pearl-2020-for-sale-dhaka-7,"Tk 4,200,000",Toyota,Noah,2020,Reconditioned,Automatic,"Petrol, Octane","51,423 km"
https://bikroy.com/en/ad/toyota-voxy-hybrid-s-z-pkg-2022-for-sale-dhaka,"Tk 5,700,000",Toyota,Voxy,2022,Reconditioned,Automatic,"Petrol, Hybrid, Octane","12,010 km"
https://bikroy.com/en/ad/toyota-noah-hybrid-x-2020-for-sale-dhaka-65,"Tk 2,900,000",Toyota,Noah,2020,Reconditioned,Automatic,"Petrol, Hybrid, Octane","59,735 km"
https://bikroy.com/en/ad/toyota-sienta-hybrid-x-2020-for-sale-dhaka-32,"Tk 2,150,000",Toyota,Sienta,2020,Reconditioned,Automatic,"Petrol, Hybrid, Octane, Other fuel type","120,000 km"
https://bikroy.com/en/ad/honda-insight-ex-package-hybrid-2019-for-sale-dhaka-1,"Tk 3,750,000",Honda,Insight,2019,Reconditioned,Automatic,Hybrid,"63,000 km"
https://bikroy.com/en/ad/toyota-corolla-cross-z-leather-hot-top-2022-for-sale-dhaka-2,"Tk 4,950,000",Toyota,Corolla Cross,2022,Reconditioned,Automatic,"Hybrid, Octane","22,000 km"
https://bikroy.com/en/ad/toyota-voxy-sz-kerameki-2022-for-sale-dhaka-2,"Tk 5,100,000",Toyota,Voxy,2022,Reconditioned,Automatic,"Hybrid, Octane","31,000 km"
https://bikroy.com/en/ad/toyota-corolla-cross-z-leather-moonroof-2025-for-sale-dhaka-4,"Tk 4,950,000",Toyota,Corolla Cross,2025,Reconditioned,Automatic,"Electric, Octane","29,000 km"
https://bikroy.com/en/ad/toyota-harrier-z-leather-black-45-2021-for-sale-khulna,"Tk 7,500,000",Toyota,Harrier,2021,Reconditioned,Automatic,"Petrol, Hybrid, Octane","72,895 km"
https://bikroy.com/en/ad/toyota-noah-g-hybrid-pearl-2020-for-sale-khulna-7,"Tk 3,250,000",Toyota,Noah,2020,Reconditioned,Automatic,Hybrid,"71,137 km"
https://bikroy.com/en/ad/toyota-yaris-cross-z-red-45-56000-km-2021-for-sale-chattogram,"Tk 3,700,000",Toyota,Yaris Cross,2021,Reconditioned,Automatic,Hybrid,"56,000 km"
https://bikroy.com/en/ad/toyota-premio-fex-2021-for-sale-dhaka-73,"Tk 4,850,000",Toyota,Premio,2021,Reconditioned,Automatic,"Petrol, Octane","27,000 km"
https://bikroy.com/en/ad/toyota-noah-2-door-power-2020-for-sale-dhaka-2,"Tk 3,250,000",Toyota,Noah,2020,Reconditioned,Automatic,Hybrid,"50,000 km"
https://bikroy.com/en/ad/toyota-noah-si-wxb-ii-2020-for-sale-dhaka-6,"Tk 3,810,000",Toyota,Noah,2020,Reconditioned,Automatic,Hybrid,"66,000 km"
https://bikroy.com/en/ad/toyota-harrier-progress-pkg-2019-for-sale-dhaka-2,"Tk 7,450,000",Toyota,Harrier,2019,Reconditioned,Automatic,Octane,"14,900 km"
https://bikroy.com/en/ad/nissan-x-trail-g-e-4orce-2022-for-sale-dhaka-5,"Tk 6,500,000",Nissan,X-Trail,2022,Reconditioned,Automatic,Hybrid,"35,000 km"
https://bikroy.com/en/ad/toyota-prius-a-touring-selection-2020-for-sale-khulna-26,"Tk 3,160,000",Toyota,Prius,2020,Reconditioned,Automatic,"Petrol, Hybrid, Octane","78,438 km"
https://bikroy.com/en/ad/toyota-hiace-haice-gl-4-point-2021-for-sale-dhaka,"Tk 3,580,000",Toyota,Hiace,2021,Reconditioned,Automatic,"Octane, Other fuel type","70,999 km"
https://bikroy.com/en/ad/toyota-esquire-gi-premium-2019-for-sale-dhaka-309,"Tk 3,630,000",Toyota,Esquire,2019,Reconditioned,Automatic,"Hybrid, Octane","38,111 km"
https://bikroy.com/en/ad/toyota-noah-si-wxb-hybrid-2020-for-sale-dhaka-32,"Tk 3,710,000",Toyota,Noah,2020,Reconditioned,Automatic,Hybrid,"70,365 km"
https://bikroy.com/en/ad/toyota-axio-ex-push-start-2020-for-sale-khulna-42,"Tk 2,300,000",Toyota,Axio,2020,Reconditioned,Automatic,"Petrol, Hybrid, Octane","62,145 km"
https://bikroy.com/en/ad/toyota-fielder-ex-hybrid-2020-for-sale-dhaka-23,"Tk 2,380,000",Toyota,Fielder,2020,Reconditioned,Automatic,Hybrid,"66,238 km"
https://bikroy.com/en/ad/toyota-corolla-wxb-hybrid-2020-for-sale-dhaka-35,"Tk 3,130,000",Toyota,Corolla,2020,Reconditioned,Automatic,Hybrid,"34,589 km"
https://bikroy.com/en/ad/toyota-noah-si-wxb-hybrid-2020-for-sale-dhaka-37,"Tk 3,340,000",Toyota,Noah,2020,Reconditioned,Automatic,Hybrid,"75,431 km"
https://bikroy.com/en/ad/toyota-fielder-wxb-non-hybrid-2014-for-sale-dhaka-5,"Tk 2,080,000",Toyota,Fielder,2014,Used,Automatic,Octane,"62,104 km"
https://bikroy.com/en/ad/toyota-yaris-cross-z-leather-pkg-pearl-2020-for-sale-khulna,"Tk 3,350,000",Toyota,Yaris Cross,2020,Reconditioned,Automatic,Hybrid,"75,000 km"
https://bikroy.com/en/ad/toyota-corolla-cross-z-leather-pearl-2023-for-sale-khulna-5,"Tk 5,140,000",Toyota,Corolla Cross,2023,Reconditioned,Automatic,"Petrol, Hybrid, Octane","14,314 km"
https://bikroy.com/en/ad/toyota-prius-a-premium-touring-hv-2021-for-sale-dhaka,"Tk 3,750,000",Toyota,Prius,2021,Reconditioned,Automatic,Hybrid,"4,098 km"
https://bikroy.com/en/ad/toyota-voxy-zs-kiramiki-pearl-2020-for-sale-khulna,"Tk 3,380,000",Toyota,Voxy,2020,Reconditioned,Automatic,"Petrol, Hybrid, Octane","69,100 km"
https://bikroy.com/en/ad/toyota-axio-ex-hybrid-silver-2020-for-sale-dhaka-15,"Tk 2,350,000",Toyota,Axio,2020,Reconditioned,Automatic,"Petrol, Hybrid, Octane","150,000 km"
https://bikroy.com/en/ad/toyota-esquire-hybrid-xi-2020-for-sale-dhaka-25,"Tk 3,350,000",Toyota,Esquire,2020,Reconditioned,Automatic,"Petrol, Hybrid, Octane, Other fuel type","81,000 km"
https://bikroy.com/en/ad/toyota-probox-dx-2020-for-sale-dhaka-1,"Tk 1,900,000",Toyota,Probox,2020,Reconditioned,Automatic,"Petrol, Hybrid, Octane","65,842 km"
https://bikroy.com/en/ad/toyota-corolla-cross-z-leather-pkg-hv-2022-for-sale-dhaka-7,"Tk 4,680,000",Toyota,Corolla Cross,2022,Reconditioned,Automatic,Hybrid,"70,000 km"
https://bikroy.com/en/ad/toyota-fielder-hybrid-ex-2020-for-sale-dhaka-29,"Tk 2,150,000",Toyota,Fielder,2020,Reconditioned,Automatic,"Petrol, Hybrid, Octane","54,875 km"
https://bikroy.com/en/ad/toyota-corolla-cross-z-leather-360-2022-for-sale-dhaka-4,"Tk 4,900,000",Toyota,Corolla Cross,2022,Reconditioned,Automatic,Hybrid,"28,350 km"
https://bikroy.com/en/ad/toyota-corolla-cross-z-leather-2021-for-sale-dhaka-141,"Tk 4,150,000",Toyota,Corolla Cross,2021,Reconditioned,Automatic,Hybrid,"11,250 km"
https://bikroy.com/en/ad/toyota-esquire-gi-premium-black-2020-for-sale-khulna-5,"Tk 3,750,000",Toyota,Esquire,2020,Reconditioned,Automatic,Hybrid,"85,932 km"
https://bikroy.com/en/ad/toyota-noah-si-wxb-shwroom-ready-2020-for-sale-khulna,"Tk 3,560,000",Toyota,Noah,2020,Reconditioned,Automatic,Hybrid,"60,700 km"
https://bikroy.com/en/ad/toyota-esquire-gi-premium-pearl-2020-for-sale-khulna-16,"Tk 3,900,000",Toyota,Esquire,2020,Reconditioned,Automatic,Hybrid,"59,140 km"
https://bikroy.com/en/ad/toyota-hiace-dx-gl-dual-a-c-2019-for-sale-khulna,"Tk 3,000,000",Toyota,Hiace,2019,Reconditioned,Automatic,"Petrol, Octane","97,000 km"
https://bikroy.com/en/ad/toyota-c-hr-g-led-hybrid-offer-2019-for-sale-khulna,"Tk 3,200,000",Toyota,C-HR,2019,Reconditioned,Automatic,"Petrol, Hybrid, Octane","74,000 km"
https://bikroy.com/en/ad/honda-grace-ex-hybrid-red-2020-for-sale-khulna-1,"Tk 2,600,000",Honda,Grace,2020,Reconditioned,Automatic,"Petrol, Hybrid, Octane","99,000 km"
https://bikroy.com/en/ad/toyota-axio-ex-non-hybrid-2019-for-sale-khulna-17,"Tk 2,730,000",Toyota,Axio,2019,Reconditioned,Automatic,"Petrol, Octane","4,910 km"
https://bikroy.com/en/ad/toyota-voxy-s-z-2025-for-sale-khulna,"Tk 6,450,000",Toyota,Voxy,2025,Reconditioned,Automatic,"Petrol, Hybrid, Octane",5 km
https://bikroy.com/en/ad/toyota-prius-s-sefty-plus-offer-2021-for-sale-khulna,"Tk 3,120,000",Toyota,Prius,2021,Reconditioned,Automatic,"Petrol, Hybrid, Octane","41,000 km"
https://bikroy.com/en/ad/toyota-hiace-dx-gl-white-4-50k-km-2020-for-sale-chattogram,"Tk 3,460,000",Toyota,Hiace,2020,Reconditioned,Automatic,Petrol,"50,000 km"
https://bikroy.com/en/ad/toyota-noah-g-wine-4-37000-km-2020-for-sale-chattogram,"Tk 3,700,000",Toyota,Noah,2020,Reconditioned,Automatic,Hybrid,"37,000 km"
https://bikroy.com/en/ad/toyota-fielder-ex-hybrid-white-2020-for-sale-khulna-6,"Tk 2,300,000",Toyota,Fielder,2020,Reconditioned,Automatic,"Petrol, Hybrid, Octane","76,400 km"
https://bikroy.com/en/ad/toyota-c-hr-g-led-micablue-2020-for-sale-dhaka,"Tk 3,550,000",Toyota,C-HR,2020,Reconditioned,Automatic,Hybrid,"47,000 km"
