index,price,brand,model,year,condition,transmission,fuel_type,kilometers_run
1765,1670000,toyota,axio,2013,used,automatic,octane,65000
1766,1820000,toyota,fielder,2012,used,automatic,"cng, octane",59000
1767,1850000,honda,vezel,2014,used,automatic,"cng, octane",59000
1768,1350000,toyota,axio,2009,used,automatic,"cng, octane",87000
1769,830000,toyota,ist,2003,used,automatic,"cng, octane",89000
1770,1150000,toyota,corolla,2004,used,automatic,"cng, octane",87000
1771,1430000,toyota,allion,2006,used,automatic,"cng, octane",89000
1772,1530000,toyota,allion,2005,used,automatic,"cng, octane",82000
1773,3400000,toyota,hiace,2021,reconditioned,automatic,"petrol, octane",70946
1774,5950000,toyota,camry,2020,reconditioned,automatic,hybrid,2500
1775,3460000,toyota,hiace,2022,reconditioned,automatic,"petrol, octane",72966
1776,2950000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane",84610
1777,4880000,toyota,corolla cross,2022,reconditioned,automatic,hybrid,27062
1778,3850000,toyota,esquire,2020,reconditioned,automatic,hybrid,69370
1779,4900000,toyota,corolla cross,2022,reconditioned,automatic,hybrid,27000
1780,2300000,toyota,axio,2020,reconditioned,automatic,hybrid,114986
1781,1950000,toyota,axio,2015,used,automatic,octane,46000
1782,3500000,honda,insight,2019,used,automatic,"hybrid, octane",69000
1783,2320000,toyota,fielder,2020,reconditioned,automatic,hybrid,47022
1784,4830000,toyota,corolla cross,2022,reconditioned,automatic,"petrol, hybrid, octane",9500
1785,4650000,toyota,corolla cross,2022,reconditioned,automatic,hybrid,28000
1786,4475000,toyota,noah,2022,reconditioned,automatic,hybrid,97000
1787,3000000,toyota,voxy,2020,reconditioned,automatic,hybrid,56000
1788,2145000,nissan,x-trail,2016,used,automatic,"hybrid, octane",52000
1789,8300000,toyota,harrier,2021,reconditioned,automatic,"petrol, octane",76000
1790,2000000,toyota,aqua,2020,reconditioned,automatic,hybrid,78240
1791,4150000,toyota,premio,2019,reconditioned,automatic,"petrol, octane",61000
1792,3800000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",86000
1793,4250000,toyota,esquire,2021,reconditioned,automatic,"petrol, hybrid, octane",52000
1794,3230000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane",70713
1795,4900000,toyota,premio,2021,reconditioned,automatic,"petrol, octane",44597
1796,3420000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",99111
1797,2595000,dfsk,glory i-auto,2022,used,automatic,octane,21900
1798,3730000,toyota,esquire,2020,reconditioned,automatic,hybrid,64789
1799,4060000,toyota,esquire,2020,reconditioned,automatic,hybrid,76859
1800,2200000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",200000
1801,2780000,toyota,axio,2019,reconditioned,automatic,"petrol, hybrid, octane",41000
1802,2480000,toyota,sienta,2020,reconditioned,automatic,hybrid,64533
1803,3520000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane",82000
1804,3320000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane",23233
1805,3550000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",88465
1806,3750000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",69103
1808,2240000,toyota,fielder,2020,reconditioned,automatic,"hybrid, octane",80000
1809,2550000,toyota,fielder,2020,reconditioned,automatic,"petrol, hybrid, octane",33000
1810,3270000,toyota,corolla,2021,reconditioned,automatic,"petrol, hybrid, octane",40000
1812,3250000,toyota,corolla,2021,reconditioned,automatic,"petrol, hybrid, octane",10000
1813,4290000,mazda,mx-5,2019,reconditioned,automatic,octane,23169
1814,3400000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, lpg",84000
1815,2050000,toyota,yaris,2020,reconditioned,automatic,hybrid,135000
1816,2950000,toyota,axio,2020,reconditioned,automatic,"petrol, octane",42500
1817,3950000,toyota,esquire,2021,reconditioned,automatic,"petrol, hybrid, octane",60000
1819,2280000,toyota,yaris,2020,reconditioned,automatic,"hybrid, octane",40555
1820,3880000,toyota,allion,2020,reconditioned,automatic,octane,95734
1821,2800000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",75471
1822,2450000,toyota,axio,2020,reconditioned,automatic,"petrol, octane, other fuel type",55000
1823,2690000,toyota,axio,2020,reconditioned,automatic,hybrid,59000
1824,3200000,toyota,voxy,2020,reconditioned,automatic,"petrol, octane, other fuel type",70
1825,4750000,toyota,hiace,2023,reconditioned,automatic,"petrol, octane",91000
1826,3600000,toyota,noah,2020,reconditioned,automatic,hybrid,130000
1827,3300000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",88360
1828,1330000,toyota,corolla,2006,used,automatic,"cng, octane",97000
1829,3070000,toyota,noah,2020,reconditioned,automatic,hybrid,80265
1830,2790000,toyota,axio,2020,reconditioned,automatic,"petrol, octane",93572
1831,3550000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",77308
1832,3420000,toyota,esquire,2019,reconditioned,automatic,hybrid,33189
1833,2600000,toyota,axio,2020,reconditioned,automatic,hybrid,72000
1834,2575000,dfsk,glory i-auto,2022,used,automatic,octane,22150
1835,2400000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",93553
1836,3200000,toyota,prius,2019,reconditioned,automatic,"petrol, hybrid, octane",72046
1837,3200000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",84369
1838,4530000,toyota,hiace,2021,reconditioned,automatic,"petrol, octane",22978
1839,2340000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",97810
1840,2290000,toyota,axio,2020,reconditioned,automatic,"hybrid, octane",93000
1841,4260000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",43125
1842,2980000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",100874
1843,4850000,toyota,noah,2023,reconditioned,automatic,"petrol, hybrid, octane",15427
1844,3660000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",40063
1845,4280000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",70869
1846,4370000,toyota,noah,2022,reconditioned,automatic,hybrid,19860
1847,5300000,toyota,corolla cross,2024,reconditioned,automatic,"petrol, hybrid, octane",1150
1848,4780000,toyota,corolla cross,2022,reconditioned,automatic,"petrol, hybrid, octane",18888
1849,4150000,toyota,esquire,2020,reconditioned,automatic,"petrol, octane",99854
1850,2800000,toyota,voxy,2020,reconditioned,automatic,"petrol, hybrid, octane, other fuel type",65000
1851,3700000,honda,insight,2019,reconditioned,automatic,hybrid,63711
1852,1730000,toyota,aqua,2020,reconditioned,automatic,"petrol, hybrid, octane",58734
1853,2220000,toyota,fielder,2020,reconditioned,automatic,"petrol, hybrid, octane",90200
1854,4800000,toyota,corolla cross,2022,reconditioned,automatic,"petrol, hybrid, octane",21000
1855,2900000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane",75840
1856,3100000,mitsubishi,x-pander,2020,used,automatic,octane,60000
1857,3450000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",54500
1858,2780000,toyota,axio,2020,reconditioned,automatic,"petrol, octane",80472
1859,4370000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",97310
1860,3400000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",63124
1861,5800000,honda,cr-v,2022,used,automatic,"petrol, octane",22000
1862,3400000,toyota,noah,2021,reconditioned,automatic,"petrol, hybrid, octane",73000
1863,440000,toyota,hiace,2020,reconditioned,automatic,octane,88000
1864,5700000,toyota,voxy,2022,reconditioned,automatic,"petrol, hybrid, octane",12013
1865,1820000,toyota,aqua,2019,reconditioned,automatic,"petrol, hybrid, octane",97000
1866,2720000,toyota,axio,2020,reconditioned,automatic,petrol,181000
1867,3130000,toyota,prius,2020,reconditioned,automatic,"hybrid, octane",110000
1868,4320000,toyota,premio,2020,reconditioned,automatic,"petrol, octane",30964
1869,1330000,toyota,axio,2008,used,automatic,"cng, octane",89856
1870,2400000,toyota,fielder,2020,reconditioned,automatic,hybrid,88225
1871,4080000,honda,insight,2020,reconditioned,automatic,"petrol, hybrid, octane",61948
1872,4400000,toyota,hiace,2021,reconditioned,automatic,octane,54000
1873,8200000,toyota,prado,2014,used,automatic,octane,48080
1874,3750000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",41123
1875,2540000,toyota,axio,2021,reconditioned,automatic,"petrol, hybrid, octane",93553
1876,4850000,toyota,noah,2022,reconditioned,automatic,"petrol, octane",78000
1877,4200000,toyota,esquire,2020,reconditioned,automatic,"petrol, octane",95000
1878,3165000,toyota,premio,2017,used,automatic,octane,91182
1879,2250000,toyota,axio,2020,reconditioned,automatic,hybrid,64000
1880,2435000,toyota,noah,2013,used,automatic,"cng, octane",74000
1881,3550000,toyota,prius,2020,reconditioned,automatic,hybrid,55047
1882,5100000,toyota,corolla cross,2022,reconditioned,automatic,"petrol, hybrid, octane",3900
1883,4250000,toyota,corolla cross,2021,reconditioned,automatic,"petrol, hybrid, octane",12000
1884,5000000,honda,insight,2022,reconditioned,automatic,"petrol, hybrid, octane",29000
1885,5230000,toyota,corolla cross,2023,reconditioned,automatic,"petrol, hybrid, octane",40000
1886,9200000,toyota,alphard,2019,used,automatic,"hybrid, octane",32000
1887,11500000,toyota,prado,2018,used,automatic,"petrol, octane",36800
1888,4150000,toyota,harrier,2014,used,automatic,"petrol, octane",53000
1889,3650000,toyota,noah,2021,reconditioned,automatic,octane,95067
1890,3680000,toyota,noah,2021,reconditioned,automatic,octane,107345
1891,2900000,toyota,axio,2020,reconditioned,automatic,"diesel, petrol, octane",104000
1892,1950000,toyota,aqua,2020,reconditioned,automatic,hybrid,65300
1893,1580000,toyota,premio,2005,used,automatic,octane,73000
1894,2850000,toyota,axio,2021,reconditioned,automatic,"petrol, hybrid, octane",57000
1895,4070000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",45046
1896,1420000,toyota,ist,2010,used,automatic,octane,85800
1897,3750000,toyota,esquire,2020,reconditioned,automatic,hybrid,65821
1898,6850000,toyota,harrier,2020,reconditioned,automatic,"petrol, octane",55600
1899,3730000,toyota,esquire,2019,reconditioned,automatic,"petrol, hybrid, octane",72000
1900,3850000,toyota,esquire,2020,reconditioned,automatic,hybrid,69355
1901,4180000,toyota,esquire,2021,reconditioned,automatic,"petrol, hybrid, octane",37069
1902,4300000,toyota,corolla cross,2022,reconditioned,automatic,"petrol, hybrid, octane",17970
1903,3295000,toyota,esquire,2016,used,automatic,"octane, lpg",65000
1904,2350000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",78703
1905,4590000,toyota,corolla cross,2022,reconditioned,automatic,hybrid,50000
1906,4420000,toyota,corolla cross,2022,used,automatic,"hybrid, octane",21000
1907,5000000,toyota,noah,2022,reconditioned,automatic,"petrol, hybrid, octane",80000
1909,3570000,toyota,prius,2020,reconditioned,automatic,hybrid,9500
1910,3500000,honda,insight,2020,reconditioned,automatic,"petrol, hybrid, octane",78000
1911,3930000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",38208
1912,2450000,toyota,prius,2018,used,automatic,"hybrid, octane",42332
1913,6900000,toyota,rav4,2020,reconditioned,automatic,"petrol, octane",54000
1914,3900000,toyota,premio,2019,reconditioned,automatic,"petrol, octane",25000
1915,3180000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",77000
1916,2750000,toyota,fielder,2020,reconditioned,automatic,hybrid,29739
1917,4220000,toyota,esquire,2020,reconditioned,automatic,hybrid,70000
1918,2550000,toyota,axio,2020,reconditioned,automatic,hybrid,65000
1919,4400000,toyota,esquire,2021,reconditioned,automatic,octane,50227
1920,3430000,toyota,noah,2021,reconditioned,automatic,hybrid,78361
1921,3500000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",70000
1922,2550000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",67167
1923,2880000,toyota,prius,2018,reconditioned,automatic,"hybrid, octane",73124
1924,4000000,toyota,noah,2022,reconditioned,automatic,"petrol, hybrid, octane",37830
1925,4400000,toyota,hiace,2021,reconditioned,automatic,"petrol, octane",100000
1926,2690000,toyota,axio,2020,reconditioned,automatic,hybrid,51000
1927,4630000,toyota,corolla cross,2022,reconditioned,automatic,"petrol, hybrid, octane",17473
1928,2780000,toyota,allion,2016,used,automatic,octane,57000
1929,7150000,toyota,harrier,2019,reconditioned,automatic,hybrid,42000
1930,5900000,honda,cr-v,2019,reconditioned,automatic,"petrol, octane",26122
1931,4700000,toyota,corolla cross,2022,reconditioned,automatic,"hybrid, octane",46555
1932,1630000,toyota,axio,2012,used,automatic,"octane, lpg",89000
1933,1480000,toyota,premio,2005,used,automatic,"cng, octane",99000
1934,3270000,toyota,hiace,2020,reconditioned,automatic,"octane, other fuel type",85000
1935,4400000,toyota,noah,2022,reconditioned,automatic,"petrol, hybrid, octane",14140
1936,3030000,toyota,noah,2019,reconditioned,automatic,"petrol, hybrid, octane",100399
1937,3750000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",28000
1938,4600000,honda,civic,2020,reconditioned,automatic,"petrol, octane",85000
1939,4400000,toyota,hiace,2021,reconditioned,automatic,"petrol, octane",47014
1940,3400000,toyota,prius,2020,reconditioned,automatic,hybrid,15000
1941,3200000,toyota,yaris cross,2020,reconditioned,automatic,"hybrid, octane",70000
1942,2950000,toyota,axio,2020,reconditioned,automatic,"petrol, octane",69500
1943,2200000,toyota,aqua,2020,reconditioned,automatic,hybrid,65107
1944,3050000,toyota,axio,2021,reconditioned,automatic,octane,30235
1945,3500000,toyota,yaris,2020,reconditioned,automatic,hybrid,62640
1946,2800000,toyota,sienna,2020,reconditioned,automatic,"petrol, hybrid, octane",80000
1947,8100000,toyota,harrier,2020,reconditioned,automatic,octane,21304
1948,1150000,toyota,noah,2006,used,automatic,"cng, octane",91000
1949,3750000,nissan,x-trail,2019,reconditioned,automatic,hybrid,164000
1950,3680000,toyota,noah,2021,reconditioned,automatic,octane,95765
1951,2150000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",75840
1952,3630000,toyota,noah,2020,reconditioned,automatic,hybrid,61200
1953,4730000,toyota,noah,2022,reconditioned,automatic,hybrid,36000
1954,4300000,toyota,hiace,2020,reconditioned,automatic,"petrol, hybrid, octane",57000
1955,2970000,toyota,noah,2019,reconditioned,automatic,hybrid,145230
1956,3320000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",90000
1957,5050000,toyota,hiace,2025,reconditioned,automatic,"petrol, octane",4500
1958,2550000,toyota,axio,2020,reconditioned,automatic,"hybrid, octane",60666
1959,3530000,toyota,noah,2021,reconditioned,automatic,"hybrid, octane",80001
1960,4350000,toyota,premio,2021,reconditioned,automatic,"petrol, octane",70542
1961,4910000,toyota,voxy,2022,reconditioned,automatic,"petrol, hybrid, octane",31728
1962,3200000,toyota,yaris cross,2020,reconditioned,automatic,hybrid,70000
1963,2450000,toyota,sienta,2020,reconditioned,automatic,hybrid,70000
1964,7050000,toyota,harrier,2021,reconditioned,automatic,"hybrid, octane",51000
1965,3750000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",77408
1966,3200000,toyota,c-hr,2019,reconditioned,automatic,"petrol, hybrid, octane",4512
1967,5900000,honda,cr-v,2020,reconditioned,automatic,"petrol, octane",68000
1968,2430000,toyota,fielder,2020,reconditioned,automatic,"hybrid, other fuel type",123111
1969,4250000,honda,civic,2020,reconditioned,automatic,octane,40540
1970,3930000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",75000
1971,2850000,toyota,axio,2020,reconditioned,automatic,"petrol, octane",60000
1972,5590000,toyota,noah,2023,reconditioned,automatic,"petrol, hybrid, octane",2000
1973,3800000,honda,insight,2020,reconditioned,automatic,hybrid,56000
1974,3380000,toyota,noah,2019,reconditioned,automatic,hybrid,90000
1975,3220000,toyota,voxy,2020,reconditioned,automatic,"petrol, hybrid, octane",69000
1976,10500000,toyota,crown,2022,reconditioned,automatic,"petrol, hybrid, octane",45214
1977,4350000,toyota,corolla cross,2022,reconditioned,automatic,"petrol, hybrid, octane",41000
1978,3650000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",83000
1979,4620000,toyota,corolla cross,2021,reconditioned,automatic,"petrol, hybrid, octane",17960
1980,2280000,toyota,fielder,2020,reconditioned,automatic,"petrol, hybrid, octane",43125
1981,2640000,toyota,axio,2020,reconditioned,automatic,hybrid,77000
1982,2660000,toyota,axio,2020,reconditioned,automatic,hybrid,58000
1983,3650000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",62014
1984,2490000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",108000
1985,3550000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",95000
1986,4100000,honda,civic,2020,reconditioned,automatic,"petrol, octane",14000
1987,4400000,toyota,premio,2020,reconditioned,automatic,"petrol, octane",50000
1988,2550000,toyota,axio,2020,reconditioned,automatic,"hybrid, octane",47666
1989,2400000,toyota,fielder,2020,reconditioned,automatic,hybrid,70329
1990,3460000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",58439
1991,3750000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",68638
1992,3950000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",72894
1993,3380000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",93610
1994,3340000,toyota,prius,2021,reconditioned,automatic,hybrid,67000
1995,2770000,toyota,axio,2020,reconditioned,automatic,"petrol, octane",81605
1996,3430000,toyota,noah,2020,reconditioned,automatic,hybrid,61324
1997,3240000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",87421
1998,2390000,toyota,fielder,2020,reconditioned,automatic,hybrid,86846
1999,4020000,toyota,esquire,2021,reconditioned,automatic,"petrol, hybrid, octane",90500
2000,3800000,toyota,esquire,2019,reconditioned,automatic,"petrol, octane",116309
2001,3650000,toyota,yaris cross,2021,reconditioned,automatic,"petrol, hybrid, octane",70668
2002,2220000,toyota,axio,2020,reconditioned,manual,hybrid,79856
2005,7450000,toyota,harrier,2020,reconditioned,automatic,"petrol, octane",57000
2006,3300000,toyota,prius,2019,reconditioned,automatic,hybrid,86000
2007,4900000,toyota,voxy,2023,reconditioned,automatic,"petrol, hybrid, octane",10000
2008,2820000,toyota,sienta,2020,reconditioned,automatic,hybrid,41000
2009,4600000,toyota,harrier,2014,used,automatic,"petrol, octane",52000
2010,4500000,haval,h6,2022,used,automatic,"petrol, octane",5000
2011,21000000,toyota,land cruiser,2016,used,automatic,diesel,34000
2012,16000000,toyota,land cruiser,2015,used,automatic,diesel,34236
2013,16000000,toyota,land cruiser,2015,used,automatic,diesel,52000
2014,7200000,toyota,crown,2018,used,automatic,"petrol, hybrid, octane",40560
2015,16000000,toyota,crown,2023,reconditioned,automatic,"petrol, hybrid, octane",1982
2016,2350000,honda,grace,2018,reconditioned,automatic,hybrid,160000
2017,3550000,toyota,noah,2020,reconditioned,automatic,octane,96345
2018,3550000,toyota,noah,2020,reconditioned,automatic,octane,96988
2019,3500000,honda,insight,2021,reconditioned,automatic,hybrid,120000
2020,2950000,toyota,axio,2020,reconditioned,automatic,petrol,105000
2021,4520000,toyota,esquire,2019,reconditioned,automatic,petrol,46000
2022,2750000,toyota,axio,2020,reconditioned,automatic,petrol,63200
2023,4350000,toyota,corolla cross,2021,reconditioned,automatic,"petrol, hybrid, octane",10400
2024,5100000,toyota,corolla cross,2023,reconditioned,automatic,hybrid,18000
2025,3700000,toyota,allion,2020,reconditioned,automatic,octane,46555
2026,3000000,toyota,prius,2020,reconditioned,automatic,hybrid,61000
2027,4370000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",44127
2028,3360000,toyota,noah,2020,reconditioned,automatic,hybrid,75498
2029,5020000,toyota,corolla cross,2022,reconditioned,automatic,"petrol, hybrid, octane",18192
2030,3250000,toyota,axio,2020,reconditioned,automatic,"petrol, octane",14000
2031,3949999,toyota,noah,2020,reconditioned,automatic,octane,190000
2032,2400000,toyota,fielder,2019,reconditioned,automatic,octane,190000
2033,3900000,nissan,x-trail,2020,reconditioned,automatic,"petrol, hybrid, octane",55458
2034,4480000,toyota,premio,2020,reconditioned,automatic,"diesel, petrol",73000
2035,3350000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",52684
2036,3000000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",74000
2037,2150000,toyota,sienta,2020,reconditioned,automatic,"petrol, hybrid, octane",69500
2038,3330000,toyota,noah,2020,reconditioned,automatic,hybrid,82690
2039,3770000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",42000
2040,3550000,toyota,noah,2020,reconditioned,automatic,octane,96074
2041,4780000,toyota,noah,2022,reconditioned,automatic,hybrid,52800
2042,3500000,toyota,noah,2021,reconditioned,automatic,"petrol, octane",70810
2043,3580000,toyota,yaris cross,2021,reconditioned,automatic,"petrol, hybrid, octane",62400
2044,3650000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",52013
2045,2800000,toyota,axio,2019,reconditioned,automatic,"petrol, octane",100800
2046,4370000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",90700
2047,2200000,toyota,fielder,2020,reconditioned,automatic,"petrol, hybrid, octane",49858
2048,2780000,toyota,axio,2020,reconditioned,automatic,"petrol, octane",83000
2049,4790000,toyota,voxy,2022,reconditioned,automatic,"hybrid, octane",31200
2050,4750000,toyota,corolla cross,2022,reconditioned,automatic,hybrid,33000
2051,2000000,toyota,aqua,2020,reconditioned,automatic,"petrol, hybrid, octane",91000
2052,3550000,toyota,corolla,2021,reconditioned,automatic,"petrol, hybrid, octane",24080
2053,3200000,toyota,prius,2020,reconditioned,automatic,hybrid,81000
2054,3150000,mitsubishi,x-pander,2021,used,automatic,octane,22541
2055,3300000,toyota,corolla,2020,reconditioned,automatic,hybrid,77000
2056,3350000,toyota,esquire,2020,reconditioned,automatic,"hybrid, octane",150000
2057,2650000,toyota,axio,2020,reconditioned,automatic,"hybrid, octane",80000
2058,3700000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",58630
2059,5150000,toyota,corolla cross,2022,reconditioned,automatic,octane,25855
2060,2800000,toyota,sienta,2020,reconditioned,automatic,"petrol, octane",63989
2061,4820000,toyota,hiace,2022,reconditioned,automatic,"petrol, octane",15469
2062,4560000,toyota,premio,2020,reconditioned,automatic,"petrol, octane",45280
2063,4600000,toyota,esquire,2020,reconditioned,automatic,"petrol, octane",34803
2064,5000000,toyota,corolla cross,2022,reconditioned,automatic,"petrol, hybrid, octane",21000
2065,16000000,toyota,land cruiser,2014,used,automatic,diesel,30616
2066,3540000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",37800
2067,29000000,range rover,vogue,2019,used,automatic,"petrol, octane",6000
2068,2600000,toyota,axio,2021,reconditioned,automatic,"petrol, hybrid, octane",42312
2069,3100000,toyota,prius,2020,reconditioned,automatic,"hybrid, octane",61000
2070,2600000,honda,grace,2020,reconditioned,automatic,hybrid,53000
2071,3420000,toyota,esquire,2019,reconditioned,automatic,hybrid,32894
2072,3850000,honda,insight,2020,reconditioned,automatic,hybrid,60377
2073,3850000,toyota,esquire,2020,reconditioned,automatic,hybrid,97345
2074,3770000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",42039
2075,2320000,toyota,axio,2020,reconditioned,automatic,hybrid,107000
2076,2700000,toyota,axio,2019,reconditioned,automatic,"petrol, hybrid, octane",59463
2077,3950000,honda,insight,2020,reconditioned,automatic,"petrol, hybrid, octane",40325
2078,3890000,toyota,esquire,2020,reconditioned,automatic,hybrid,97987
2079,3880000,toyota,allion,2019,reconditioned,automatic,octane,95388
2080,2600000,toyota,corolla,2020,reconditioned,automatic,"petrol, hybrid, octane",53624
2081,3800000,honda,vezel,2021,reconditioned,automatic,"petrol, hybrid, octane",75420
2082,5350000,toyota,noah,2023,reconditioned,automatic,"petrol, hybrid, octane",11000
2083,4800000,toyota,hiace,2023,reconditioned,automatic,"petrol, octane",68364
2084,4300000,toyota,noah,2022,reconditioned,automatic,"petrol, hybrid, octane",50100
2085,4700000,toyota,premio,2020,reconditioned,automatic,"petrol, octane",27300
2086,3250000,toyota,corolla,2020,reconditioned,automatic,hybrid,45628
2087,3770000,toyota,allion,2020,reconditioned,automatic,petrol,17500
2088,2550000,toyota,axio,2020,reconditioned,automatic,hybrid,97201
2089,2000000,toyota,aqua,2020,reconditioned,automatic,"petrol, hybrid, octane",31000
2090,3050000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",22000
2091,3750000,toyota,noah,2020,reconditioned,automatic,petrol,80800
2092,1575000,toyota,axio,2010,used,automatic,"octane, lpg",68580
2093,3350000,toyota,voxy,2020,reconditioned,automatic,"hybrid, octane",72700
2094,4750000,toyota,premio,2021,reconditioned,automatic,"petrol, octane",53125
2095,4100000,nissan,x-trail,2019,reconditioned,automatic,hybrid,33000
2096,2990000,toyota,corolla,2020,reconditioned,automatic,hybrid,65210
2097,4330000,toyota,esquire,2020,reconditioned,automatic,hybrid,24170
2098,4330000,toyota,corolla cross,2022,reconditioned,automatic,"petrol, hybrid, octane",24001
2099,3820000,toyota,yaris cross,2020,reconditioned,automatic,"petrol, hybrid, octane",21421
2100,3530000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",57200
2101,4050000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",33700
2102,8100000,toyota,harrier,2021,reconditioned,automatic,"petrol, hybrid, octane",10400
2103,4300000,toyota,corolla cross,2022,reconditioned,automatic,"petrol, hybrid, octane",81000
2104,1390000,toyota,rush,2007,used,automatic,octane,78600
2105,3500000,toyota,c-hr,2019,reconditioned,automatic,hybrid,85623
2106,4350000,toyota,corolla cross,2022,reconditioned,automatic,hybrid,39515
2107,3750000,toyota,esquire,2020,reconditioned,automatic,hybrid,58000
2108,4400000,toyota,esquire,2020,reconditioned,automatic,hybrid,24000
2109,6790000,mercedes-benz,c-class,2018,used,automatic,octane,23000
2110,29900000,mercedes-benz,gls-class,2022,used,automatic,octane,9000
2111,3300000,kia,sorento,2022,used,automatic,octane,24512
2112,23700000,mercedes-benz,gls-class,2020,used,automatic,"hybrid, octane",16000
2113,16700000,mercedes-benz,gle-class,2020,used,automatic,"hybrid, octane",7000
2114,1550000,toyota,axio,2014,used,automatic,hybrid,91600
2115,6890000,lexus,nx,2019,used,automatic,petrol,33000
2116,3880000,toyota,esquire,2020,reconditioned,automatic,hybrid,100000
2117,1320000,toyota,vitz,2011,used,automatic,octane,39000
2118,3550000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",88301
2119,2800000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane",54789
2120,2480000,toyota,axio,2020,reconditioned,automatic,hybrid,77269
2121,3500000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane",56239
2122,2800000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane",69527
2123,3500000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",74245
2124,3450000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",62459
2125,4270000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",43724
2126,4100000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",64389
2127,4860000,toyota,premio,2021,reconditioned,automatic,"petrol, octane",13468
2128,3300000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",47893
2129,3220000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane",86420
2130,4300000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",39567
2131,2270000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",52390
