index,price,brand,model,year,condition,transmission,fuel_type,kilometers_run
1213,2970000,toyota,fielder,2019,reconditioned,automatic,"petrol, octane",78210
1214,5210000,toyota,corolla cross,2023,reconditioned,automatic,"petrol, hybrid, octane",21310
1215,3000000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",36000
1216,3600000,toyota,premio,2019,reconditioned,automatic,"petrol, octane",96854
1217,3400000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",94257
1218,5500000,toyota,hiace,2023,used,automatic,"petrol, octane",4000
1219,3300000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane",55559
1220,3750000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",78346
1221,4250000,toyota,premio,2019,reconditioned,automatic,petrol,56986
1222,4450000,toyota,premio,2020,reconditioned,automatic,"petrol, octane",77952
1223,5100000,toyota,corolla cross,2023,reconditioned,automatic,"petrol, hybrid, octane",18233
1224,4700000,toyota,premio,2021,reconditioned,automatic,"petrol, octane",7000
1225,2150000,toyota,allion,2010,used,automatic,"cng, octane",61712
1226,3920000,toyota,hiace,2019,reconditioned,automatic,"petrol, octane",79352
1227,2450000,toyota,axio,2020,reconditioned,automatic,hybrid,41085
1228,4820000,toyota,corolla cross,2023,reconditioned,automatic,hybrid,52354
1229,2630000,toyota,fielder,2019,reconditioned,automatic,"hybrid, octane",72358
1230,3330000,toyota,noah,2020,reconditioned,automatic,hybrid,75849
1231,4480000,toyota,premio,2020,reconditioned,automatic,"petrol, octane",42653
1232,3700000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",71523
1233,2830000,toyota,axio,2020,reconditioned,automatic,octane,38000
1234,2450000,mazda,axela,2017,used,automatic,octane,41000
1235,2100000,toyota,aqua,2020,reconditioned,automatic,hybrid,60000
1236,2250000,toyota,fielder,2020,reconditioned,automatic,"hybrid, octane",98700
1237,2920000,toyota,premio,2017,used,automatic,octane,61000
1238,2250000,honda,grace,2020,reconditioned,automatic,"petrol, hybrid, octane",70000
1239,2600000,toyota,other model,2020,reconditioned,automatic,hybrid,70000
1240,2400000,toyota,axio,2020,reconditioned,automatic,hybrid,45000
1242,3480000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",32000
1244,4100000,toyota,allion,2020,reconditioned,automatic,"petrol, octane",82000
1245,3300000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",80000
1246,3280000,toyota,prius,2019,reconditioned,automatic,"petrol, hybrid, octane",85000
1247,3200000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",64000
1248,2490000,honda,cr-v,2013,used,automatic,octane,65462
1249,3850000,toyota,noah,2020,reconditioned,automatic,petrol,53710
1250,3050000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",75000
1251,3800000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",47200
1252,4150000,toyota,corolla cross,2022,reconditioned,automatic,hybrid,47471
1253,2700000,toyota,axio,2020,reconditioned,automatic,"petrol, octane",51653
1254,3650000,honda,insight,2019,reconditioned,automatic,hybrid,47512
1255,2650000,toyota,prius,2019,reconditioned,automatic,"petrol, hybrid, octane",48400
1256,7000000,toyota,harrier,2019,used,automatic,hybrid,72548
1257,14450000,toyota,prado,2020,reconditioned,automatic,"petrol, octane",30000
1258,3200000,toyota,c-hr,2019,reconditioned,automatic,"petrol, hybrid, octane",69458
1259,3750000,honda,insight,2021,reconditioned,automatic,"petrol, hybrid, octane",31000
1260,3850000,toyota,esquire,2020,reconditioned,automatic,hybrid,63255
1261,3400000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",53264
1262,3800000,honda,insight,2020,reconditioned,automatic,"petrol, hybrid, octane, other fuel type",80000
1263,4450000,toyota,corolla cross,2021,reconditioned,automatic,"petrol, hybrid, octane",54786
1264,5300000,honda,cr-v,2020,reconditioned,automatic,"petrol, hybrid, octane, other fuel type",84000
1265,2150000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",66794
1266,2150000,toyota,fielder,2020,reconditioned,automatic,"petrol, hybrid, octane",126154
1267,3950000,toyota,noah,2022,reconditioned,automatic,"petrol, hybrid, octane",54687
1268,4750000,toyota,hiace,2023,reconditioned,automatic,"petrol, octane",44000
1269,3850000,toyota,esquire,2020,reconditioned,automatic,hybrid,69743
1270,2550000,toyota,corolla,2020,reconditioned,automatic,"petrol, hybrid, octane",62432
1271,3450000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",31564
1272,4000000,toyota,premio,2020,reconditioned,automatic,"petrol, hybrid, octane",58745
1273,3150000,toyota,corolla,2020,reconditioned,automatic,"petrol, hybrid, octane",53214
1274,3000000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane",75874
1275,1850000,toyota,aqua,2020,reconditioned,automatic,"petrol, hybrid, octane, other fuel type",60000
1276,2250000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",57486
1277,2750000,toyota,axio,2020,reconditioned,automatic,"petrol, octane",54786
1278,4200000,toyota,corolla cross,2021,reconditioned,automatic,"petrol, hybrid, octane",36348
1279,3500000,honda,insight,2020,reconditioned,automatic,"petrol, hybrid, octane",57450
1280,3150000,toyota,yaris cross,2020,reconditioned,automatic,"petrol, hybrid, octane",54210
1281,5250000,toyota,rav4,2020,reconditioned,automatic,"petrol, hybrid, octane",48547
1282,3700000,toyota,allion,2020,reconditioned,automatic,"petrol, octane, other fuel type",87000
1283,4450000,toyota,noah,2022,reconditioned,automatic,"petrol, hybrid, octane, lpg",66493
1284,2950000,toyota,voxy,2020,reconditioned,automatic,"petrol, hybrid, octane, lpg",59893
1285,3750000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",59686
1286,4500000,toyota,noah,2022,reconditioned,automatic,"petrol, hybrid, other fuel type",70000
1287,2250000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",62431
1288,2750000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane, other fuel type",87000
1289,3000000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, electric, other fuel type",80000
1290,2750000,toyota,sienta,2020,reconditioned,automatic,"petrol, hybrid, octane",66492
1291,4200000,toyota,corolla cross,2021,reconditioned,automatic,"petrol, hybrid, octane",52140
1292,3120000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane, other fuel type",50000
1293,2900000,toyota,voxy,2020,reconditioned,automatic,"petrol, hybrid, octane, other fuel type",80000
1294,3350000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane, other fuel type",89000
1295,2550000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",72462
1296,3800000,honda,vezel,2021,reconditioned,automatic,"petrol, hybrid, octane",58621
1297,3150000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",61462
1298,2700000,toyota,axio,2020,reconditioned,automatic,"petrol, cng, octane",60497
1299,2250000,toyota,fielder,2020,reconditioned,automatic,"petrol, cng, octane",60497
1300,3900000,toyota,corolla cross,2021,reconditioned,automatic,"petrol, hybrid, octane",61524
1301,3000000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane",62462
1302,2650000,toyota,corolla,2020,reconditioned,automatic,"petrol, hybrid, octane",53297
1303,3150000,toyota,corolla,2020,reconditioned,automatic,"petrol, hybrid, octane, other fuel type",90000
1304,2900000,toyota,voxy,2020,reconditioned,automatic,"petrol, hybrid, octane",62462
1305,2800000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",68495
1306,2450000,toyota,sienta,2020,reconditioned,automatic,"petrol, hybrid, octane",60493
1307,3450000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",31758
1308,2250000,toyota,fielder,2020,reconditioned,automatic,"petrol, hybrid, octane",75841
1309,3050000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, other fuel type",67000
1310,2250000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",75812
1311,2650000,toyota,corolla,2020,reconditioned,automatic,"petrol, hybrid, octane",54867
1312,3850000,toyota,corolla cross,2021,reconditioned,automatic,"petrol, hybrid, octane",58694
1313,3850000,toyota,corolla cross,2021,reconditioned,automatic,"petrol, hybrid, octane",56284
1314,3250000,toyota,voxy,2020,reconditioned,automatic,"petrol, hybrid, octane",68594
1315,2460000,toyota,axio,2020,reconditioned,automatic,"petrol, cng, octane, lpg",70000
1316,2800000,toyota,voxy,2020,reconditioned,automatic,"petrol, hybrid, octane, other fuel type",67000
1317,3350000,toyota,esquire,2020,reconditioned,automatic,"petrol, octane, other fuel type",50000
1318,2250000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",56324
1319,2650000,toyota,axio,2020,reconditioned,automatic,"petrol, octane",57483
1320,2550000,toyota,sienta,2020,reconditioned,automatic,"petrol, hybrid, octane",75421
1321,2250000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",60493
1322,2550000,toyota,sienta,2020,reconditioned,automatic,"petrol, hybrid, octane, other fuel type",77000
1323,2900000,toyota,voxy,2020,reconditioned,automatic,"petrol, hybrid, octane",75420
1324,3000000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",59438
1325,3300000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",59761
1326,2250000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",61246
1327,2900000,toyota,voxy,2020,reconditioned,automatic,"petrol, hybrid, octane",75480
1328,3350000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",65731
1329,2650000,toyota,corolla,2020,reconditioned,automatic,"petrol, hybrid, octane",56284
1330,3150000,toyota,corolla,2020,reconditioned,automatic,"petrol, hybrid, octane",53294
1331,2250000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",56847
1332,3000000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane, other fuel type",99000
1333,2550000,toyota,axio,2019,reconditioned,automatic,"petrol, octane",70132
1334,3100000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",74581
1335,2750000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane, other fuel type",89000
1336,3850000,honda,vezel,2021,reconditioned,automatic,"petrol, hybrid, octane",58451
1337,2600000,toyota,corolla,2020,reconditioned,automatic,"petrol, hybrid, octane, other fuel type",78000
1338,3350000,toyota,esquire,2020,reconditioned,automatic,"diesel, hybrid, octane, other fuel type",90000
1339,2250000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane, other fuel type",80000
1340,3450000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",79540
1341,3900000,toyota,corolla cross,2021,reconditioned,automatic,"petrol, hybrid, octane, other fuel type",80000
1342,3360000,toyota,esquire,2020,reconditioned,automatic,"diesel, hybrid, octane, other fuel type",98000
1343,2550000,toyota,corolla,2020,reconditioned,automatic,"petrol, hybrid, octane",60492
1344,2250000,toyota,fielder,2020,reconditioned,automatic,"petrol, hybrid, octane",71245
1345,2250000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",65847
1346,1950000,toyota,aqua,2020,reconditioned,automatic,"petrol, hybrid, octane",69845
1347,1385000,toyota,ist,2009,used,automatic,octane,72000
1348,2150000,toyota,fielder,2020,reconditioned,automatic,"petrol, hybrid, octane",90000
1349,3640000,toyota,esquire,2020,reconditioned,automatic,"petrol, octane, other fuel type",56000
1350,290000,tata,indigo ecs,2013,used,manual,diesel,98000
1351,2480000,toyota,axio,2020,reconditioned,automatic,hybrid,45285
1353,3350000,toyota,c-hr,2020,reconditioned,automatic,hybrid,29506
1354,3850000,toyota,esquire,2020,reconditioned,automatic,hybrid,63100
1355,2400000,toyota,fielder,2020,reconditioned,automatic,hybrid,88912
1356,6350000,toyota,harrier,2020,reconditioned,automatic,octane,54355
1357,3470000,toyota,noah,2019,reconditioned,automatic,"petrol, hybrid, octane",86000
1358,6490000,toyota,harrier,2019,reconditioned,automatic,octane,54000
1359,2250000,toyota,axio,2019,reconditioned,automatic,hybrid,116000
1360,3650000,toyota,noah,2020,reconditioned,automatic,octane,96000
1361,3400000,toyota,corolla,2020,reconditioned,automatic,"petrol, hybrid, octane",41268
1362,2850000,toyota,corolla,2020,reconditioned,automatic,"petrol, hybrid, octane",98000
1363,2360000,toyota,fielder,2020,reconditioned,automatic,hybrid,77000
1364,4480000,toyota,premio,2020,reconditioned,automatic,petrol,34170
1365,4880000,toyota,corolla cross,2023,reconditioned,automatic,hybrid,9000
1366,2850000,toyota,axio,2020,reconditioned,automatic,petrol,62170
1367,3400000,toyota,noah,2020,reconditioned,automatic,petrol,87140
1368,2910000,honda,grace,2019,reconditioned,automatic,hybrid,67200
1369,2850000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",57458
1370,4250000,toyota,hiace,2021,reconditioned,automatic,"petrol, octane",90125
1371,3550000,toyota,noah,2020,reconditioned,automatic,petrol,92200
1372,3700000,toyota,c-hr,2020,reconditioned,automatic,hybrid,35000
1373,3850000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",47000
1374,4100000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane",12000
1375,2300000,toyota,aqua,2020,reconditioned,automatic,"petrol, hybrid, octane",84201
1376,4100000,toyota,premio,2019,reconditioned,automatic,"petrol, octane",25000
1377,3550000,toyota,yaris cross,2021,reconditioned,automatic,"petrol, hybrid, octane",75000
1378,4700000,toyota,corolla cross,2021,reconditioned,automatic,hybrid,49000
1379,4600000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",85412
1380,2450000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",65000
1381,2750000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",51000
1382,1950000,toyota,aqua,2020,reconditioned,automatic,"petrol, hybrid, octane",75210
1383,2300000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",83500
1384,3200000,toyota,c-hr,2019,reconditioned,automatic,"petrol, hybrid, octane",58000
1385,2250000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",98000
1386,2150000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",94000
1387,5230000,nissan,x-trail,2020,reconditioned,automatic,"petrol, octane",61000
1388,2200000,toyota,fielder,2020,reconditioned,automatic,"petrol, hybrid, octane",41236
1389,3450000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",54000
1390,4900000,toyota,corolla cross,2023,reconditioned,automatic,hybrid,11000
1391,4850000,toyota,noah,2022,reconditioned,automatic,octane,60000
1392,1550000,toyota,iq,2014,used,automatic,octane,75000
1393,3540000,toyota,noah,2019,reconditioned,automatic,octane,152005
1394,3550000,toyota,voxy,2021,reconditioned,automatic,hybrid,96000
1395,4380000,toyota,esquire,2020,reconditioned,automatic,hybrid,23000
1396,4550000,toyota,premio,2020,reconditioned,automatic,octane,35515
1397,4550000,toyota,hiace,2021,reconditioned,automatic,"petrol, octane",58000
1398,1745000,toyota,fielder,2010,used,automatic,octane,67000
1399,1550000,toyota,axio,2012,used,automatic,octane,78000
1400,2695000,nissan,x-trail,2014,used,automatic,octane,59000
1401,3600000,toyota,noah,2020,reconditioned,automatic,octane,153000
1402,2410000,toyota,hiace,2016,reconditioned,automatic,"petrol, octane",46521
1403,3340000,toyota,noah,2020,reconditioned,automatic,hybrid,78352
1404,3800000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",56000
1405,3600000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane",103000
1406,3000000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",54323
1407,3450000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane",32568
1408,3150000,toyota,noah,2020,reconditioned,automatic,hybrid,150000
1409,4950000,toyota,corolla cross,2022,reconditioned,automatic,"petrol, hybrid, octane",43887
1410,3560000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",97860
1411,4770000,toyota,hiace,2023,reconditioned,automatic,"petrol, octane",44900
1412,3620000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",49900
1413,4170000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",49000
1414,3650000,toyota,esquire,2020,reconditioned,automatic,"petrol, octane",46563
1415,4450000,toyota,premio,2020,reconditioned,automatic,"petrol, octane",35468
1416,2220000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",60835
1417,3000000,toyota,corolla,2021,reconditioned,automatic,"petrol, hybrid, octane",70470
1418,4620000,toyota,premio,2020,reconditioned,automatic,"petrol, octane",48561
1419,3360000,toyota,noah,2020,reconditioned,automatic,hybrid,75426
1420,3560000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",49760
1421,3650000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",76565
1422,2480000,toyota,corolla,2020,reconditioned,automatic,"hybrid, octane",98000
1423,3200000,toyota,other model,2020,reconditioned,automatic,hybrid,58000
1424,3030000,toyota,noah,2020,reconditioned,automatic,"hybrid, octane",99000
