price,brand,model,year,condition,transmission,fuel_type,kilometers_run,age,km_per_year
1460000,toyota,noah,2006,used,automatic,"octane, lpg",123000,19,6473.684210526316
790000,toyota,platz,2000,used,automatic,"cng, octane",130000,25,5200.0
1350000,toyota,rav4,2005,used,automatic,petrol,75000,20,3750.0
3350000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",30000,5,6000.0
4250000,honda,civic,2020,reconditioned,automatic,"petrol, octane",14264,5,2852.8
1795000,toyota,premio,2007,used,automatic,"cng, octane",59689,18,3316.0555555555557
2649900,toyota,corolla,2020,reconditioned,automatic,hybrid,37390,5,7478.0
3800000,toyota,allion,2020,reconditioned,automatic,"petrol, octane",49800,5,9960.0
3400000,toyota,corolla,2020,reconditioned,automatic,"petrol, hybrid, octane",40000,5,8000.0
3850000,toyota,esquire,2020,reconditioned,automatic,hybrid,69445,5,13889.0
3375000,toyota,hiace,2020,reconditioned,automatic,octane,45606,5,9121.2
2830000,toyota,fielder,2020,reconditioned,automatic,"hybrid, octane",45253,5,9050.6
3020000,toyota,axio,2020,reconditioned,automatic,octane,36555,5,7311.0
2995000,toyota,axio,2020,reconditioned,automatic,octane,16245,5,3249.0
4850000,toyota,premio,2021,reconditioned,automatic,octane,27886,4,6971.5
3020000,toyota,axio,2020,reconditioned,automatic,octane,32000,5,6400.0
2980000,toyota,axio,2020,reconditioned,automatic,octane,92631,5,18526.2
3130000,toyota,axio,2021,reconditioned,automatic,octane,37821,4,9455.25
3150000,toyota,corolla,2020,reconditioned,automatic,"hybrid, octane",48263,5,9652.6
5550000,toyota,corolla cross,2024,reconditioned,automatic,"hybrid, octane",1464,1,1464.0
3270000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane",128000,5,25600.0
3250000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",47002,5,9400.4
3450000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",97400,5,19480.0
2240000,toyota,axio,2019,reconditioned,automatic,hybrid,47200,6,7866.666666666667
4950000,toyota,corolla cross,2023,reconditioned,automatic,hybrid,9712,2,4856.0
2380000,toyota,axio,2020,reconditioned,automatic,hybrid,45218,5,9043.6
3645000,toyota,c-hr,2020,reconditioned,automatic,"hybrid, octane",65000,5,13000.0
1160000,toyota,corolla,2004,used,automatic,"octane, lpg",80000,21,3809.5238095238096
2700000,toyota,axio,2020,reconditioned,automatic,hybrid,84193,5,16838.6
2080000,nissan,x-trail,2015,used,automatic,"hybrid, octane",59000,10,5900.0
3200000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",73000,5,14600.0
3100000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",22576,5,4515.2
2750000,toyota,axio,2020,reconditioned,automatic,"petrol, octane",60000,5,12000.0
3820000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",56721,5,11344.2
3650000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",96810,5,19362.0
2550000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",98641,5,19728.2
3180000,toyota,corolla,2020,reconditioned,automatic,hybrid,43658,5,8731.6
2720000,toyota,axio,2020,reconditioned,automatic,"petrol, octane",58417,5,11683.4
3350000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",35280,5,7056.0
3250000,toyota,esquire,2019,reconditioned,automatic,"petrol, hybrid, octane",35806,6,5967.666666666667
3520000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",82135,5,16427.0
3390000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",67485,5,13497.0
4060000,toyota,premio,2020,reconditioned,automatic,"petrol, octane",41235,5,8247.0
2530000,toyota,axio,2020,reconditioned,automatic,hybrid,47561,5,9512.2
1880000,toyota,aqua,2020,reconditioned,automatic,"petrol, hybrid, octane",102000,5,20400.0
2450000,toyota,sienta,2020,reconditioned,automatic,hybrid,82000,5,16400.0
4000000,nissan,x-trail,2020,reconditioned,automatic,"petrol, hybrid, octane",90519,5,18103.8
4250000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",72019,5,14403.8
3700000,toyota,noah,2021,reconditioned,automatic,"petrol, hybrid, octane",57098,4,14274.5
3450000,toyota,voxy,2020,reconditioned,automatic,"petrol, hybrid, octane",86345,5,17269.0
3700000,toyota,esquire,2021,reconditioned,automatic,"petrol, hybrid, octane",68345,4,17086.25
4500000,toyota,corolla cross,2021,reconditioned,automatic,"petrol, hybrid, octane",56000,4,14000.0
3650000,toyota,yaris cross,2021,reconditioned,automatic,hybrid,66000,4,16500.0
5200000,toyota,voxy,2023,reconditioned,automatic,hybrid,37415,2,18707.5
2830000,toyota,fielder,2019,reconditioned,automatic,hybrid,62705,6,10450.833333333334
5800000,honda,civic,2021,reconditioned,automatic,"petrol, octane",32000,4,8000.0
4800000,toyota,voxy,2022,reconditioned,automatic,hybrid,45346,3,15115.333333333334
5100000,toyota,voxy,2023,reconditioned,automatic,hybrid,28564,2,14282.0
3700000,honda,insight,2019,reconditioned,automatic,hybrid,32000,6,5333.333333333333
3100000,toyota,corolla,2021,reconditioned,automatic,"petrol, hybrid, octane",79000,4,19750.0
4000000,honda,insight,2020,reconditioned,automatic,"petrol, hybrid, octane",104000,5,20800.0
1720000,toyota,aqua,2020,reconditioned,automatic,"petrol, hybrid, octane",86594,5,17318.8
3680000,toyota,noah,2021,reconditioned,automatic,octane,107342,4,26835.5
3680000,toyota,noah,2021,reconditioned,automatic,octane,97675,4,24418.75
3850000,toyota,esquire,2020,reconditioned,automatic,hybrid,69876,5,13975.2
2130000,toyota,aqua,2020,reconditioned,automatic,hybrid,95086,5,19017.2
4650000,toyota,hiace,2021,reconditioned,automatic,"petrol, octane",66000,4,16500.0
4950000,toyota,corolla cross,2022,reconditioned,automatic,"petrol, hybrid, octane",28000,3,9333.333333333334
1465000,toyota,premio,2004,used,automatic,"petrol, octane",95825,21,4563.0952380952385
1200000,hyundai,ancient,2011,used,automatic,octane,49353,14,3525.214285714286
4200000,toyota,noah,2022,reconditioned,automatic,hybrid,21848,3,7282.666666666667
2040000,toyota,aqua,2020,reconditioned,automatic,hybrid,83000,5,16600.0
880000,toyota,probox,2010,used,automatic,"cng, octane",80000,15,5333.333333333333
5095000,toyota,corolla cross,2022,reconditioned,automatic,"hybrid, octane",10522,3,3507.3333333333335
3650000,toyota,noah,2021,reconditioned,automatic,octane,95250,4,23812.5
3850000,toyota,esquire,2020,reconditioned,automatic,hybrid,63023,5,12604.6
5050000,toyota,corolla cross,2022,reconditioned,automatic,"hybrid, octane",36818,3,12272.666666666666
5095000,toyota,corolla cross,2022,reconditioned,automatic,"hybrid, octane",35640,3,11880.0
5225000,toyota,corolla cross,2022,reconditioned,automatic,"hybrid, octane",25855,3,8618.333333333334
4320000,toyota,noah,2021,reconditioned,automatic,octane,5460,4,1365.0
3330000,toyota,hiace,2021,reconditioned,automatic,octane,79300,4,19825.0
4650000,toyota,hiace,2022,reconditioned,automatic,octane,58614,3,19538.0
3225000,toyota,hiace,2020,reconditioned,automatic,octane,120002,5,24000.4
4275000,toyota,esquire,2020,reconditioned,automatic,"hybrid, octane",52116,5,10423.2
2400000,toyota,fielder,2020,reconditioned,automatic,hybrid,88676,5,17735.2
4350000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",80000,5,16000.0
3020000,toyota,axio,2020,reconditioned,automatic,octane,27826,5,5565.2
2500000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",98000,5,19600.0
2275000,toyota,axio,2018,reconditioned,automatic,"hybrid, octane",80000,7,11428.57142857143
4600000,toyota,corolla cross,2022,reconditioned,automatic,"hybrid, octane",25098,3,8366.0
4120000,toyota,allion,2019,reconditioned,automatic,octane,4461,6,743.5
1885000,toyota,aqua,2018,reconditioned,automatic,"hybrid, octane",75433,7,10776.142857142857
3100000,toyota,prius,2020,reconditioned,automatic,"hybrid, octane",60259,5,12051.8
5250000,toyota,corolla cross,2023,reconditioned,automatic,"hybrid, octane",25098,2,12549.0
3450000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",121000,5,24200.0
4325000,toyota,esquire,2020,reconditioned,automatic,"hybrid, octane",29080,5,5816.0
4150000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",77000,5,15400.0
1780000,toyota,allion,2008,used,automatic,lpg,89000,17,5235.294117647059
2250000,toyota,premio,2014,used,automatic,octane,75000,11,6818.181818181818
3700000,toyota,noah,2021,reconditioned,automatic,octane,119384,4,29846.0
4640000,toyota,hiace,2021,reconditioned,automatic,"petrol, octane",67000,4,16750.0
4050000,toyota,allion,2019,reconditioned,automatic,"petrol, octane",56000,6,9333.333333333334
2090000,toyota,allion,2011,used,automatic,"cng, octane",89000,14,6357.142857142857
3200000,toyota,hiace,2020,reconditioned,automatic,"octane, lpg",87320,5,17464.0
1680000,toyota,axio,2012,used,automatic,"cng, octane",89000,13,6846.153846153846
1220000,toyota,fielder,2004,used,automatic,cng,89000,21,4238.0952380952385
1150000,toyota,fielder,2004,used,automatic,octane,89000,21,4238.0952380952385
2800000,toyota,sienta,2019,reconditioned,automatic,"petrol, hybrid, octane",96000,6,16000.0
2780000,toyota,axio,2019,reconditioned,automatic,"petrol, octane",79745,6,13290.833333333334
3550000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",66000,5,13200.0
2850000,toyota,corolla,2020,reconditioned,automatic,hybrid,122000,5,24400.0
3900000,toyota,corolla cross,2021,reconditioned,automatic,"petrol, hybrid, octane",55800,4,13950.0
3720000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",84559,5,16911.8
5550000,toyota,crown,2017,reconditioned,automatic,hybrid,51182,8,6397.75
3550000,toyota,prius,2020,reconditioned,automatic,"hybrid, octane",24618,5,4923.6
4730000,toyota,premio,2020,reconditioned,automatic,octane,57250,5,11450.0
3850000,toyota,esquire,2020,reconditioned,automatic,hybrid,69423,5,13884.6
3430000,toyota,yaris cross,2020,reconditioned,automatic,"petrol, octane",88000,5,17600.0
3250000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",47001,5,9400.2
2780000,toyota,axio,2019,reconditioned,automatic,petrol,54402,6,9067.0
3490000,toyota,c-hr,2021,reconditioned,automatic,hybrid,58715,4,14678.75
3920000,toyota,esquire,2020,reconditioned,automatic,hybrid,69000,5,13800.0
3940000,toyota,esquire,2021,reconditioned,automatic,hybrid,48762,4,12190.5
3950000,honda,insight,2021,reconditioned,automatic,"petrol, hybrid, octane",95125,4,23781.25
3050000,toyota,voxy,2019,reconditioned,automatic,"petrol, hybrid, octane",70000,6,11666.666666666666
3580000,toyota,noah,2020,reconditioned,automatic,hybrid,82000,5,16400.0
5400000,toyota,noah,2023,reconditioned,automatic,hybrid,25190,2,12595.0
1750000,toyota,noah,2009,used,automatic,"octane, lpg",85900,16,5368.75
2300000,nissan,x-trail,2014,used,automatic,octane,86000,11,7818.181818181818
4250000,honda,civic,2019,reconditioned,automatic,"petrol, octane",53924,6,8987.333333333334
1750000,toyota,premio,2007,used,automatic,"cng, octane",86000,18,4777.777777777777
2700000,toyota,harrier,2009,used,automatic,octane,74111,16,4631.9375
2910000,toyota,axio,2020,reconditioned,automatic,"petrol, octane",100488,5,20097.6
4440000,toyota,corolla cross,2022,reconditioned,automatic,"petrol, hybrid, octane",39400,3,13133.333333333334
4260000,toyota,esquire,2021,reconditioned,automatic,"petrol, hybrid, octane",51320,4,12830.0
4570000,toyota,premio,2020,reconditioned,automatic,"petrol, octane",73538,5,14707.6
2460000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",110819,5,22163.8
2650000,dfsk,glory i-auto,2022,used,automatic,octane,22000,3,7333.333333333333
4180000,toyota,allion,2020,reconditioned,automatic,"petrol, octane",50404,5,10080.8
4200000,toyota,allion,2019,reconditioned,automatic,"petrol, octane",18372,6,3062.0
2900000,toyota,axio,2019,reconditioned,automatic,hybrid,21000,6,3500.0
3350000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",61458,5,12291.6
3600000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",56856,5,11371.2
4250000,toyota,esquire,2020,reconditioned,automatic,"petrol, octane",72398,5,14479.6
4070000,toyota,hiace,2019,reconditioned,automatic,"petrol, octane",41000,6,6833.333333333333
3550000,toyota,noah,2020,reconditioned,automatic,octane,58000,5,11600.0
2400000,toyota,fielder,2020,reconditioned,automatic,"petrol, hybrid, octane",66664,5,13332.8
3700000,toyota,noah,2021,reconditioned,automatic,"petrol, hybrid, octane",85352,4,21338.0
3950000,toyota,hiace,2019,reconditioned,automatic,"petrol, octane",50500,6,8416.666666666666
3450000,toyota,noah,2020,reconditioned,automatic,hybrid,39000,5,7800.0
3800000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",59334,5,11866.8
2800000,toyota,axio,2020,reconditioned,automatic,"petrol, octane",72000,5,14400.0
2240000,toyota,axio,2020,reconditioned,automatic,"hybrid, octane",78335,5,15667.0
3800000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",87450,5,17490.0
2800000,toyota,sienta,2020,reconditioned,automatic,"petrol, octane",87000,5,17400.0
3150000,toyota,noah,2020,reconditioned,automatic,hybrid,54559,5,10911.8
2690000,toyota,axio,2020,reconditioned,automatic,octane,80586,5,16117.2
3050000,toyota,corolla,2020,reconditioned,automatic,"petrol, hybrid, octane",72000,5,14400.0
4600000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",65748,5,13149.6
3500000,toyota,c-hr,2020,reconditioned,automatic,hybrid,44000,5,8800.0
2500000,nissan,x-trail,2016,used,automatic,"hybrid, octane",55000,9,6111.111111111111
2850000,toyota,axio,2021,reconditioned,automatic,"petrol, octane",72000,4,18000.0
3750000,toyota,prius,2021,reconditioned,automatic,hybrid,63200,4,15800.0
2400000,toyota,axio,2020,reconditioned,automatic,hybrid,110000,5,22000.0
3850000,toyota,esquire,2020,reconditioned,automatic,hybrid,63355,5,12671.0
3850000,honda,insight,2020,reconditioned,automatic,hybrid,60345,5,12069.0
4500000,toyota,corolla cross,2021,reconditioned,automatic,"petrol, hybrid, octane",20000,4,5000.0
2800000,toyota,voxy,2020,reconditioned,automatic,"petrol, hybrid, octane",75412,5,15082.4
5000000,toyota,camry,2020,reconditioned,automatic,"petrol, hybrid, octane",83700,5,16740.0
3650000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",62000,5,12400.0
2680000,honda,grace,2020,reconditioned,automatic,hybrid,65214,5,13042.8
4120000,toyota,allion,2020,reconditioned,automatic,"petrol, octane",39520,5,7904.0
3390000,toyota,voxy,2020,reconditioned,automatic,hybrid,45210,5,9042.0
4320000,toyota,esquire,2020,reconditioned,automatic,hybrid,23600,5,4720.0
3250000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",98563,5,19712.6
3800000,toyota,prius,2021,reconditioned,automatic,hybrid,18000,4,4500.0
5250000,toyota,corolla cross,2023,reconditioned,automatic,hybrid,24000,2,12000.0
2980000,toyota,axio,2020,reconditioned,automatic,petrol,55000,5,11000.0
2980000,toyota,axio,2020,reconditioned,automatic,petrol,61000,5,12200.0
4380000,toyota,esquire,2021,reconditioned,automatic,hybrid,46000,4,11500.0
2080000,toyota,aqua,2020,reconditioned,automatic,hybrid,87000,5,17400.0
3530000,toyota,prius,2020,reconditioned,automatic,hybrid,68000,5,13600.0
2230000,toyota,premio,2010,used,automatic,"cng, octane",64000,15,4266.666666666667
4750000,toyota,corolla cross,2022,reconditioned,automatic,"petrol, hybrid, octane",13700,3,4566.666666666667
5350000,toyota,corolla cross,2024,reconditioned,automatic,"petrol, hybrid, octane",1599,1,1599.0
4280000,toyota,corolla cross,2021,reconditioned,automatic,hybrid,49000,4,12250.0
4350000,toyota,premio,2019,reconditioned,automatic,octane,18000,6,3000.0
3500000,toyota,yaris cross,2020,reconditioned,automatic,hybrid,41700,5,8340.0
4150000,toyota,esquire,2020,reconditioned,automatic,petrol,49000,5,9800.0
3070000,toyota,prius,2019,reconditioned,automatic,hybrid,87000,6,14500.0
3980000,toyota,esquire,2020,reconditioned,automatic,hybrid,73000,5,14600.0
3850000,toyota,esquire,2020,reconditioned,automatic,hybrid,85932,5,17186.4
3000000,toyota,axio,2020,reconditioned,automatic,"petrol, octane",61000,5,12200.0
4550000,toyota,hiace,2021,reconditioned,automatic,"petrol, octane",72000,4,18000.0
1450000,toyota,hiace,2002,used,automatic,octane,123000,23,5347.826086956522
4170000,toyota,premio,2020,reconditioned,automatic,hybrid,66000,5,13200.0
4200000,toyota,esquire,2021,reconditioned,automatic,hybrid,75000,4,18750.0
3045000,toyota,allion,2016,used,automatic,"octane, lpg",48000,9,5333.333333333333
2420000,toyota,fielder,2020,reconditioned,automatic,"hybrid, octane",100123,5,20024.6
2500000,toyota,fielder,2020,reconditioned,automatic,"hybrid, octane",98121,5,19624.2
3560000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane",115000,5,23000.0
2265000,toyota,premio,2011,used,automatic,"octane, lpg",86995,14,6213.928571428572
3040000,toyota,hiace,2020,reconditioned,automatic,octane,77000,5,15400.0
3290000,toyota,noah,2021,reconditioned,automatic,"hybrid, octane",85000,4,21250.0
1960000,toyota,aqua,2019,reconditioned,automatic,"petrol, hybrid, octane",90261,6,15043.5
2010000,toyota,aqua,2020,reconditioned,automatic,"petrol, hybrid, octane",101461,5,20292.2
3400000,toyota,noah,2019,reconditioned,automatic,"petrol, octane",49076,6,8179.333333333333
5330000,toyota,corolla cross,2024,reconditioned,automatic,"petrol, hybrid, octane",8172,1,8172.0
3550000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",27120,5,5424.0
4450000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",59360,5,11872.0
4260000,toyota,noah,2020,reconditioned,automatic,"petrol, octane",75239,5,15047.8
4000000,honda,civic,2020,reconditioned,automatic,"petrol, octane",99000,5,19800.0
4670000,toyota,prius,2023,used,automatic,hybrid,57333,2,28666.5
3650000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",13000,5,2600.0
2500000,toyota,axio,2020,reconditioned,automatic,"petrol, octane",112000,5,22400.0
2400000,toyota,fielder,2020,reconditioned,automatic,"petrol, hybrid, octane",79000,5,15800.0
3470000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",70000,5,14000.0
4050000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",51800,5,10360.0
2500000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",94255,5,18851.0
3000000,toyota,yaris cross,2020,reconditioned,automatic,"petrol, hybrid, octane",35000,5,7000.0
3630000,toyota,c-hr,2020,reconditioned,automatic,hybrid,57581,5,11516.2
4700000,honda,civic,2020,reconditioned,automatic,petrol,40540,5,8108.0
4400000,toyota,hiace,2021,reconditioned,automatic,"petrol, octane",27000,4,6750.0
2360000,toyota,axio,2019,reconditioned,automatic,hybrid,52142,6,8690.333333333334
4050000,toyota,esquire,2020,reconditioned,automatic,hybrid,75290,5,15058.0
4150000,toyota,crown,2013,used,automatic,"petrol, hybrid, octane",37000,12,3083.3333333333335
2550000,toyota,axio,2020,reconditioned,automatic,hybrid,84000,5,16800.0
4180000,toyota,corolla cross,2021,reconditioned,automatic,"petrol, octane",94000,4,23500.0
3550000,toyota,noah,2020,reconditioned,automatic,octane,96734,5,19346.8
1120000,toyota,noah,2002,used,automatic,"cng, octane",92000,23,4000.0
3550000,toyota,noah,2020,reconditioned,automatic,octane,96090,5,19218.0
4210000,toyota,corolla cross,2021,reconditioned,automatic,"petrol, hybrid, octane",50000,4,12500.0
1290000,toyota,rush,2006,used,automatic,"petrol, octane",65987,19,3473.0
5600000,honda,cr-v,2020,reconditioned,automatic,"petrol, hybrid, octane",47510,5,9502.0
3850000,toyota,esquire,2020,reconditioned,automatic,hybrid,63900,5,12780.0
4950000,toyota,corolla cross,2022,reconditioned,automatic,hybrid,28200,3,9400.0
3790000,toyota,noah,2021,reconditioned,automatic,octane,104000,4,26000.0
2950000,toyota,sienta,2020,reconditioned,automatic,"petrol, hybrid, octane",63000,5,12600.0
4400000,toyota,corolla cross,2023,reconditioned,automatic,"petrol, hybrid, octane",20450,2,10225.0
4400000,toyota,corolla cross,2022,reconditioned,automatic,hybrid,38000,3,12666.666666666666
4150000,toyota,premio,2019,reconditioned,automatic,petrol,55000,6,9166.666666666666
3680000,toyota,esquire,2020,reconditioned,automatic,hybrid,42158,5,8431.6
3050000,toyota,prius,2019,reconditioned,automatic,hybrid,45873,6,7645.5
4830000,toyota,noah,2023,reconditioned,automatic,hybrid,15000,2,7500.0
3890000,toyota,esquire,2020,reconditioned,automatic,"hybrid, octane",67500,5,13500.0
2620000,honda,grace,2019,reconditioned,automatic,hybrid,87584,6,14597.333333333334
2640000,honda,grace,2020,reconditioned,automatic,hybrid,78562,5,15712.4
3550000,toyota,noah,2020,reconditioned,automatic,hybrid,97200,5,19440.0
1940000,toyota,aqua,2019,reconditioned,automatic,hybrid,36982,6,6163.666666666667
4900000,toyota,corolla cross,2021,reconditioned,automatic,hybrid,37000,4,9250.0
2770000,toyota,axio,2020,reconditioned,automatic,hybrid,44000,5,8800.0
3450000,toyota,c-hr,2020,reconditioned,automatic,hybrid,32000,5,6400.0
2260000,toyota,aqua,2020,reconditioned,automatic,hybrid,77000,5,15400.0
2650000,toyota,fielder,2020,reconditioned,automatic,hybrid,86000,5,17200.0
4550000,toyota,premio,2019,reconditioned,automatic,petrol,17500,6,2916.6666666666665
4690000,toyota,premio,2020,reconditioned,automatic,petrol,15000,5,3000.0
2250000,toyota,fielder,2020,reconditioned,automatic,"petrol, hybrid, octane",41025,5,8205.0
3400000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",78520,5,15704.0
4050000,toyota,allion,2020,reconditioned,automatic,"petrol, octane",80000,5,16000.0
2760000,toyota,axio,2020,reconditioned,automatic,hybrid,47000,5,9400.0
2980000,toyota,axio,2020,reconditioned,automatic,petrol,65000,5,13000.0
3950000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",49000,5,9800.0
2200000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",53125,5,10625.0
3080000,toyota,noah,2020,reconditioned,automatic,"petrol, hybrid, octane",49000,5,9800.0
3800000,toyota,allion,2019,reconditioned,automatic,petrol,48000,6,8000.0
4300000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",72000,5,14400.0
4200000,toyota,esquire,2020,reconditioned,automatic,hybrid,37000,5,7400.0
2750000,toyota,axio,2020,reconditioned,automatic,hybrid,75000,5,15000.0
4850000,toyota,voxy,2022,reconditioned,automatic,hybrid,33124,3,11041.333333333334
3890000,toyota,premio,2019,used,automatic,octane,38000,6,6333.333333333333
3890000,toyota,premio,2019,used,automatic,octane,37000,6,6166.666666666667
4150000,toyota,premio,2020,used,automatic,octane,41000,5,8200.0
1890000,toyota,allion,2010,used,automatic,octane,57000,15,3800.0
3950000,toyota,premio,2019,used,automatic,octane,30000,6,5000.0
2190000,toyota,axio,2017,used,automatic,octane,41000,8,5125.0
3290000,toyota,premio,2016,used,automatic,octane,44000,9,4888.888888888889
1650000,toyota,rav4,2006,used,automatic,"octane, lpg",67000,19,3526.315789473684
1045000,mazda,demio,2006,used,automatic,octane,59000,19,3105.2631578947367
3150000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",44000,5,8800.0
4150000,toyota,corolla cross,2022,reconditioned,automatic,"petrol, hybrid, octane",47478,3,15826.0
3980000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",57550,5,11510.0
2980000,toyota,fielder,2019,reconditioned,automatic,"petrol, hybrid, octane",51700,6,8616.666666666666
2980000,toyota,fielder,2019,reconditioned,automatic,hybrid,51700,6,8616.666666666666
3880000,toyota,noah,2020,reconditioned,automatic,petrol,114000,5,22800.0
3930000,toyota,allion,2020,reconditioned,automatic,"petrol, octane",34741,5,6948.2
4390000,toyota,premio,2020,reconditioned,automatic,"petrol, octane",21000,5,4200.0
4950000,toyota,corolla cross,2023,reconditioned,automatic,"petrol, hybrid, octane",27000,2,13500.0
4300000,toyota,corolla cross,2021,reconditioned,automatic,"petrol, hybrid, octane",38757,4,9689.25
1920000,toyota,aqua,2020,reconditioned,automatic,"petrol, hybrid, octane",96354,5,19270.8
4300000,toyota,hiace,2020,reconditioned,automatic,"petrol, octane",38223,5,7644.6
4900000,toyota,premio,2021,reconditioned,automatic,"petrol, octane",26105,4,6526.25
3020000,toyota,prius,2020,reconditioned,automatic,"petrol, hybrid, octane",93000,5,18600.0
4600000,toyota,noah,2022,reconditioned,automatic,"petrol, hybrid, octane",36000,3,12000.0
2195000,toyota,premio,2010,used,automatic,petrol,78000,15,5200.0
2450000,toyota,fielder,2019,reconditioned,automatic,"petrol, octane",90170,6,15028.333333333334
2400000,toyota,fielder,2020,reconditioned,automatic,"petrol, hybrid, octane",89619,5,17923.8
2350000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",52383,5,10476.6
4300000,toyota,esquire,2020,reconditioned,automatic,"petrol, octane",81830,5,16366.0
4450000,toyota,corolla cross,2021,reconditioned,automatic,"petrol, hybrid, octane",55662,4,13915.5
4400000,toyota,esquire,2020,reconditioned,automatic,"petrol, octane",39000,5,7800.0
3730000,toyota,noah,2020,reconditioned,automatic,octane,107000,5,21400.0
4300000,honda,vezel,2021,reconditioned,automatic,"hybrid, octane",70000,4,17500.0
4790000,toyota,premio,2021,reconditioned,automatic,"petrol, octane",15800,4,3950.0
3900000,honda,insight,2020,reconditioned,automatic,"petrol, hybrid, octane",51764,5,10352.8
4180000,toyota,allion,2020,reconditioned,automatic,petrol,2148,5,429.6
3890000,toyota,esquire,2020,reconditioned,automatic,hybrid,52000,5,10400.0
5600000,toyota,voxy,2022,reconditioned,automatic,"petrol, hybrid, octane",15400,3,5133.333333333333
3380000,toyota,voxy,2020,reconditioned,automatic,hybrid,53628,5,10725.6
3480000,toyota,c-hr,2020,reconditioned,automatic,hybrid,46228,5,9245.6
3550000,toyota,yaris cross,2021,reconditioned,automatic,hybrid,40000,4,10000.0
3500000,toyota,c-hr,2020,reconditioned,automatic,"petrol, hybrid, octane",39600,5,7920.0
2450000,toyota,axio,2020,reconditioned,automatic,hybrid,46532,5,9306.4
2420000,toyota,axio,2020,reconditioned,automatic,hybrid,61365,5,12273.0
3430000,toyota,allion,2019,reconditioned,automatic,"petrol, octane",93000,6,15500.0
3700000,honda,insight,2019,reconditioned,automatic,hybrid,63987,6,10664.5
4350000,toyota,corolla cross,2020,reconditioned,automatic,hybrid,27533,5,5506.6
3400000,toyota,c-hr,2019,reconditioned,automatic,hybrid,31879,6,5313.166666666667
2350000,toyota,axio,2020,reconditioned,automatic,"petrol, hybrid, octane",84550,5,16910.0
4845000,toyota,premio,2021,reconditioned,automatic,"petrol, octane",15700,4,3925.0
3600000,toyota,esquire,2020,reconditioned,automatic,"petrol, hybrid, octane",25000,5,5000.0
2200000,toyota,axio,2019,reconditioned,automatic,"petrol, hybrid, octane",120000,6,20000.0
3070000,toyota,voxy,2020,reconditioned,automatic,"petrol, hybrid, octane",107600,5,21520.0
5450000,toyota,noah,2023,reconditioned,automatic,hybrid,11246,2,5623.0
3260000,toyota,prius,2020,reconditioned,automatic,hybrid,44000,5,8800.0
3620000,toyota,esquire,2020,reconditioned,automatic,hybrid,39877,5,7975.4
3480000,toyota,noah,2020,reconditioned,automatic,hybrid,22000,5,4400.0
3270000,toyota,corolla,2020,reconditioned,automatic,hybrid,54000,5,10800.0
4980000,toyota,corolla cross,2022,reconditioned,automatic,"petrol, hybrid, octane",3467,3,1155.6666666666667
